,movie_name,id,short_comment,score,comment_time,votes,Fake
10,盛夏未来,同志亦凡人中文站,中文字幕是她，而英文字幕是Ming，审查才是最不能说的秘密。,4,2021-10-02 15:34:26,414,0
11,盛夏未来,Cappadocia,幸亏两位主角一个成绩特好，一个家境特好，否则就悲剧了……,4,2021-07-31 12:52:25,599,0
12,盛夏未来,逸坔,看完之后对网上很多莫须有的渣男指摘十分不理解，最后郑宇星和陈辰的吻是愧疚也是慰藉，是混乱迷离的音乐节现场气氛下的冲动和荷尔蒙。即使郑宇星真的不喜欢陈辰，但她在他心中也应该不仅仅是一个普通朋友这么简单。陈辰过生日那天郑宇星给她混“拥抱”的remix，她的手慢慢举起 伴奏的声音越来越高的那一刻真的有被震撼到起鸡皮疙瘩。 总之，这部电影探讨了很多隐晦的东西，我说不清楚，但我明白。（b站群起而攻之的圈地自萌让我越来越感觉这个时代的言论垄断，人们因为同样的观点抱在一起，不是为了取暖，是为了形成合力攻击别人）,5,2021-08-02 08:54:35,727,0
13,盛夏未来,科林,"竟是隐晦的LGBT题材！吴磊成熟、性感，音乐少年的帅气溢出银幕，与张子枫配戏的CP感很来电，嗑~利用当下抖音、微信等新兴社交媒介制造情节联接，通过角色关系与剧本台词甩出逸趣横生的笑点，《Something Just Like This》等多首流行BGM铺垫了情感转换，有被片尾电音节段落感动到。一部美好又心碎的青春片孕育成形。【如果此时此刻，你喜欢的人刚好也喜欢你，那么现在，就是未来】对了，子枫妹妹，那道{x,y,z}的数学题，你答对了吗？",4,2021-07-30 01:14:51,950,0
14,盛夏未来,嘟嘟熊之父,从光年到未来，很开心看到同性恋终于摆脱了面对直人的卑微，还有对于父权的不屑一顾，哪怕他们恨不得一巴掌将我们打成残疾。我们眼泪只为自己爱的人而流，而一切的前提在于，我们爱的人必须配得上我们的爱。,4,2021-07-30 23:25:21,512,0
15,盛夏未来,科羅諾皮奧,大家看不懂那一吻多厉害吗....天呐 我甚至觉得这是全片最佳（别赞了 打分虚高,4,2021-08-03 19:51:52,494,0
16,盛夏未来,朝阳区陆依萍,大概讲了抖音害人又害己，最后吻都接了，竟然发现对方是姐妹的故事～#青春片还是得TXL导演拍才厉害,4,2021-07-29 16:55:02,380,0
17,盛夏未来,黄青蕉,鼓励性五星。国产青春片支棱起来了 ，国产means完全没有港台味！（除了五月天，没办法，国产独立音乐没有支棱起来）青春的精髓就是小孩努力扮大人，但在这之前，我们有的全是大人努力扮小孩，现在我们也有自己的小孩了（而且不是周冬雨，惊喜！,5,2021-07-30 15:57:45,396,0
18,盛夏未来,沈妙,吴磊弟弟的第一部青春电影，他很出彩，演得真诚自然，微表情也很到位，在大荧幕看非常适合。尤其哭戏真的优秀，感染力强，一哭就能完全共情，我是陪哭的，旁边的小姐妹也在抹眼泪。郑宇星的孤独感在一人独处的时候很明显，表面的活泼开朗悄无影踪，眼神流露的寂寞让人心疼。此外发现，吴磊的台词也出乎意料的好，夸一夸确实进步很大。最后的电音全场燃爆，弟弟的DJ表演真的是演什么像什么，让人不由想感叹——郑宇星，你就是舞台上最闪亮的星。吴磊弟弟塑造角色的能力一如既往的优秀，可惜对男主线的刻画有些少，不过完成得很出色，全剧看下来我对郑宇星的印象最深。此外郝蕾老师的表演非常精彩。MING是导演说的一个符号，二刷我更确定了。,5,2021-07-30 00:03:00,1636,0
19,盛夏未来,OR,又有笑点又甜，真的好久没看过这么好看的青春片。看了点映，MING就是女孩子吧，女DJ年龄大。昨天也看到北京首映礼导演正面回答了，有媒体朋友隐晦地问xyz爱而不得的对象是不是男生。导演直接回应：不要因为之前的作品就觉得小盛夏也在搞基，就是青春期的探索，所以才选择把小男生爱慕的对象符号化，指代的是对美好事物、人物和生活的憧憬，而非不方便大肆宣扬“见不得光”的恋情。,5,2021-07-30 08:22:45,1016,0
20,盛夏未来,豆瓣路人己,有陈正道的个人表达，也有演员的cp火花（张子枫和吴磊在这里好适合），满足了青春片该有的东西，虽然整体收尾弱了，但在这个暑期档，瑕不掩瑜。,4,2021-07-28 22:00:56,516,0
21,盛夏未来,模因碎片,我发誓这是中国最好看的青春片，甚至是，近几年来最好看的华语片。,5,2021-07-30 21:30:05,657,1
22,盛夏未来,陀螺凡达可,这能碾压多少年的国产青春片呀… 尽管那个神秘形象带来的震撼最终只能存在于想象之中。弹唱《拥抱》那段最佳。以及真的很钦佩陈正道，有community的意识和责任感，从第一部作品开始始终都在坚持尝试把同志情感放进主流叙事之中，很难想象需要处理多少妥协压力,4,2021-08-22 22:59:25,216,0
23,盛夏未来,驴叔,有个镜头我蛮喜欢的 女主在水里向上伸手的那里 像是从水面上伸下来一只手救她 但其实是她自己手臂的倒影 有种自我救赎的隐喻感 终究是她“自己把自己拉出了水面”以及Ming在电音节DJ台上放的两首歌 和男主最喜爱的两首歌是一样的 我第一反应还是会不会是因为男主喜欢这两首歌 Ming才选择放这两首的 但二刷更觉得应该是Ming很喜欢这两首歌 才成为了男主「最爱的歌」「最喜欢的歌」 甚至我在想 会不会他们第一次相见时 Ming就在DJ台上放着这两首歌呢,5,2021-07-31 20:22:42,422,0
24,盛夏未来,今天学习了吗,我敢说这是近年来最好看的青春片，没有之一！整部片子很轻快明朗，没有堕胎撕逼这种疼痛文学，很贴近现实，同学之间的打闹让人仿佛回到了高中时期。吴磊弟弟真的好帅啊！尤其是成为DJ打碟的时候，帅疯了！这张脸真的好适合在大荧幕上，帅到我男朋友都在惊呼：卧槽！吴磊怎么这么帅？！我个人感觉弟弟的演技被低估了，可能因为长得太好看了吧？他的眼睛好像会说话，眼神就能传达出许多情绪，哭戏也是一绝，他一哭我也跟着哭，代入感很强。郝蕾老师一如既往的稳，演戏很自然也很细腻，不愧是影后，祖峰老师还有郑宇星爸爸的扮演者，演技也都非常好，有这些老戏骨的加入，这部电影也是锦上添花了。看的时候就有个疑问，陈辰的设定是哪里人啊？怎么子枫妹妹说台词带点腔调，感觉怪怪的，不过整体演得还行吧。,5,2021-07-30 00:55:11,1147,0
25,盛夏未来,未命名搪瓷🌈,经过一番猛烈的思想博弈之后，还是觉得或许模糊掉MING的性别真的是一个不错的决策。其实仔细回忆的话，郑宇星从头到尾的自我认知度都很高，很清楚自己想要的是什么，而在这样的认知下，愿意去试着吻一个不是自己喜欢的人，或许是对对方喜欢的最好回馈吧。无论是那首“拥抱”还是“勇敢面对真正的自己”的主题，无论是为了表达青春期的认知懵懂还是避过某些审查，个人认为影片已经把爱讲得蛮清楚了，而给恋爱关系加上高低把探索过程称之为“舔”是某些成年人活过却未理解过青春期的悲哀吧。,4,2021-08-01 01:57:06,312,0
26,盛夏未来,TXT-裵洧彬,可以算得上是国产青春片top1了吧（目前）,5,2021-08-02 21:37:33,313,1
27,盛夏未来,想泡在水里的桃,本来想四星，但是看到这铺天盖地的差评，那我给我五星吧。ming这个从头到尾始终没有露面的符号是男是女其实都不重要，重要的是，难道没有在一起没有谈成恋爱，就不是好电影了吗，电影整体传达的感情给我的感受就是干净。另外说一下关于CP的感受，男女主最后在泳池玩耍那里，我已经不去想他俩能不能在一起能不能谈恋爱了，就一个想法，青春真好。,5,2021-08-01 23:56:53,321,0
28,盛夏未来,野生动物没有园,“这首音乐世界只有你有”，郑星宇你真是撩人却不自知啊，我在荧幕前都被郑星宇撩到了,4,2021-07-29 23:40:57,924,0
29,盛夏未来,冰红深蓝,1.可能是目前最“00后”的国产青春片，以手机上的抖音app起始，由电音DJ音乐节告终，还有与Siri交流的场景，尽管我的青春图景与此迥异，却仍旧能收获巨大的共鸣，首因便是片中描摹的高中生间的一举一动（起哄、嬉笑、互助与认真劲儿）都如此真实可感。2.影片对青春的呈现既朴素切近又层次丰满：前半程喜剧性浓厚（尤其是二人将错就错步步演戏与四人你来我往的对话），之后渐次转为苦涩悲郁，直面青春的残破内质（感情中的得不到与已失去），又尽可能地给了一个达成叛逆、实现自我的结局。3.张子枫又一次人戏合一，表演灵动，吴磊也有惊艳的发挥，足以让人同哭共笑。4.呼应的吻戏，情感饱满，五味杂陈，有无奈、伤痛、落寞，亦有慰藉、喜乐与释然。5.陈辰跟空中舞女碰手与泳池探手出水的交剪，想及西斯廷天顶画。6.无法直视与陈说的MING。（8.5/10）,4,2021-08-02 00:41:48,133,0
30,盛夏未来,没注销,有瑕疵但看得很惊喜，不一样的青春电影，吴磊郝蕾演的不错！！不过评论给我整窒息了…我不得不说一句中国电影发展不起来的原因之一真的是有撮不会欣赏的人，满脑子就是爱情，满脑子就是BG BL GL HE BE ，去看你们的无脑甜剧好吧，市面上不是很多吗,4,2021-07-31 14:49:52,270,0
31,盛夏未来,mimosakororo,10年内最好的青春片。,5,2021-07-30 00:31:54,620,1
32,盛夏未来,亵渎电影,最开始认识陈正道，就是看他拍的青春片，这么多年之后，他再回来拍青春片，果然拍的游刃有余，赏心悦目，感觉他太轻松了，很完美的暑期档电影。本以为是甜甜的青春片，结果讲的却是成长，是每个人成长中都会遇到的“爱而不得”。父母那代人的爱情，又进一步强化了主题，巧妙的把年轻人之间的感情变成了学会接受，学会成长，从而完成它的价值观输出，但愿在未来，我们爱的人，也刚好可以爱我们。放在国内高考题材的青春片里，这片子就显得格外的特别，能学会接受自己，勇敢诚实地面对自己，确实是一件无比重要的事情。因为勇敢，真的很难。和《少年的你》相比，《盛夏未来》就是最明亮的那一面，编剧和导演用技巧精细设计了这样一个故事，不落俗，很漂亮。,4,2021-08-02 17:44:35,141,0
33,盛夏未来,禾口角刀牛,13/2021 做梦都想拥有张子枫这样的女儿！！！吴磊最后的DJ造型好帅！！！,5,2021-07-29 21:41:03,343,1
34,盛夏未来,小熊銀河,"看完电影我脑子里都是 谁会不想和吴磊这样的男孩子谈恋爱呢
也是期待了很久的片子 理想又现实
没有落入俗套的恋爱撕扯堕胎 也没有现实狗血一地鸡毛 有的就是两个青春期的小孩 为了爱和长大 付出了勇气和努力
很多人青春期都喜欢过郑宇星那样的男孩吧 他给你唱过歌 分享过他的喜好 给你讲过他的愿望 他把你打捞起 最后放回人海里
“或许我们都应该接受喜欢的人不喜欢自己吧”
“希望我们能诚实的面对自己 希望我们能更勇敢”",5,2021-07-31 03:39:15,245,0
35,盛夏未来,喂饭,有时候，我也希望所有的影厅门口，都能够站着一位抱着塑料箱、要收学生手机的班主任。看电影的人，就和高三的人一样，应被短暂剥夺浏览信息和通信的权利。两小时没有输出信号、没有收到消息，哪怕我们在看一部关于“线上传播”的电影。我放任这种专制主义，是因为我相信电影。我不反对在影厅里走神、睡觉。我只是觉得，比起5G信号，电影需要更多一些时间。因为电影的速度，比5G要慢，但它和我们走神、睡觉的频率同步；它的速度，是蕴藏在我们的身体之中的，它可以在电音的振幅里，抽出一个升格的吻。,4,2021-08-03 23:57:33,92,0
36,盛夏未来,死亡禁区96,为什么会有这么多纠结于zyx和cc的吻呢？两个人一起经历了这么多，彼此解开心结，这样的羁绊以后我更倾向于这是一个释怀的吻毕竟真诚地面对自己不才是这部电影的主题吗？,5,2021-08-01 03:17:24,274,0
37,盛夏未来,Selene,來豆瓣看一眼覺得很震驚，為什麼都在關注Ming的性別。是男是女又怎樣呢，並不影響影片的主題啊。在青春裡我們都應該學會接受我愛的人不愛我。主題很鮮明也很有感情了。而且前半段很好笑很可愛也很甜。,4,2021-08-11 11:02:36,117,0
38,盛夏未来,夏初清和,#0729北京首映# 真的好，超出预期的好，各个方面的好。是我继《蓝色大门》《不能说的秘密》之后最喜欢的华语青春电影。电影用明媚又清爽的笔触勾勒出一段不狗血不套路不无病呻吟不歇斯底里的少年故事。一个人年少时一定要经历一场暗恋，为此思量，为此忐忑，然而当回望的时候，已经能够如此平静，注视曾经的执著，轻微叹息。少年时光是悸动、是遗憾、是孤勇、是成长，是将轻微的疼痛与哀伤凝成对自己的和解与悦纳，最终镌刻成永远闪闪发光的一秒24帧的青春。张子枫永远让人惊喜，自然细腻又动人，用眼神讲述着无可言说的少女心事，小心翼翼地试探、靠近，太能让人共情。吴磊就是人群中最耀眼的少年，如果非要说剧本悬浮（我不觉得），那一定是悬浮在我们真正的青春中并不会有吴磊吧。,5,2021-07-30 01:23:29,717,0
39,盛夏未来,momo,不得不说吴磊真的很会用眼睛演戏，在办公室时因为一句话就泪眼婆娑，直接将郑宇星的人物故事感拉到最高。用情很深却又不愿意面对的的郑宇星被吴磊诠释得更加真实动人。感谢吴磊带来的郑宇星，希望未来的郑宇星，永远勇敢，永远被爱。至于有些隐晦的表达，又何必追求一个确定的答案呢。,5,2021-07-30 00:36:38,723,0
40,盛夏未来,又青,最喜欢的一幕是水下的手往上升，两只手逐渐融为一只，震撼到，人生是一场自救。,4,2021-08-03 00:26:16,125,0
41,盛夏未来,天马星,虽然有点刻板印象，但是没有一个直男会像郑宇星那样喜欢电子乐！没有！,4,2021-07-30 13:58:32,106,0
42,盛夏未来,晚不安,陈正道真如脱胎换骨一般，一扫《秘密访客》的滞重、猎奇乃至剥削，亦不再追求“大师”系列机械的反转，意外捧出这部轻盈到几欲飞升的《盛夏未来》。它聚焦的不是一个逃无可逃的青春泥沼，而是含苞待放和无可奈何，从俏皮到残酷的语调切换极其自然，最后用明亮的泪痕与难以言说的爱恋，在大人世界里拖出长长的阴影。可惜MING只能隐藏在“她”——这个确凿的第三人称代词——后面，隐藏在一个抽象的广告牌、一个模糊了特征的大远景后面；《小红花》起码有一个镜头作为揭示，《未来》只能让ta成为不能显影的麦格芬。“诚实地面对”是对自己的希冀，“勇敢一点”却是朝向某个庞然大物喊话。我们离那个可以大声说话的“未来”，真的有“光年”那么遥远吗？,4,2021-07-30 22:32:51,74,0
43,盛夏未来,素问,很喜欢音乐节上的那个吻，如果是我，会觉得那是青春不可多得的回忆。,4,2021-07-30 13:03:36,220,0
44,盛夏未来,Sivanbo,吻一定代表喜欢吗？不一定。它还能是一种安慰。不管大人还是小孩，都要学会诚实的面对自己。三石弟弟演小狼狗，如火纯青。“我要是也能喜欢你就好了”，可惜我们俩性别不合。近几年最好看的青春片！弟弟这次的演技明显有质的飞跃，他一哭，整个电影院都在抽泣。,5,2021-08-06 17:17:24,151,0
45,盛夏未来,以然,华语电影比较难得的从文学层面开始就很纯熟的作品。剧作非常老练，从人设到故事的开始和结尾，再到悬疑色彩的穿插剪辑，每一环都完全没有掉链子。音乐节上的那个吻把全片推向高潮，设置得太厉害了，吴磊那一句“如果我也喜欢你就好了”完全立住了这个干净的18岁男孩，没有模模糊糊的随意，没有为了疗伤的妥协，他是一个真正去做到“更勇敢”的人，所有青春里的心动和遗憾像烟花一样绽开到最绚烂，然后慢慢落下来、暗下来。太美了。,5,2021-07-30 22:26:33,291,0
46,盛夏未来,aloneCat,这可能是审查体制内能容纳的最好的青春片了,5,2021-10-18 08:26:55,117,0
47,盛夏未来,业余影迷,8.5分。是青春片，但不是青春爱情片。无论陈辰还是郑宇星都有自己坚守 执着的东西，陈辰是希望自己能够勇敢的 诚实地面对现实，但是又害怕现实，因为她清楚爸爸妈妈不会再在一起了。郑宇星所坚守的是所爱的人和热爱的事 Ming和DJ。可是他们所执着的就只是自己的执着而已。所以影片主题是 勇敢，他们都更加勇敢 更加诚实了。郑宇星和陈辰的那个吻，更多的是相互慰藉 相互鼓励，是彼此的和解。于彼此，他们是伤痛时的知己，他们懂对方的痛与挣扎。与爱情无关。其实陈辰是幸福的。而DJ-XYZ却是孤独的，很心疼这个角色。而Ming这个角色很隐晦，ta更多是一种符号吧，导演的设计大概想传达的是，无论所坚守的是他还是她、是爱情还是梦想。都要更勇敢地去面对 去追求。人生有不同的阶段，新的开始要勇敢💪🏽2022加油 ,5,2021-07-30 22:08:10,492,0
48,盛夏未来,冷水浴缸,今年三月听过剧情大纲，后来看了全部剧本，因为之前想重启的一个青春片剧本人设和陈辰意外撞梗，当年之所以搁置是老师说怎么会有如此蠢的高中生（也不后悔没写出来，本片的成功就是狠狠打脸）这就是真正年轻人的青春啊，大人们怎么会懂。喜欢电影里无处不在的当代元素多过隐匿的LGBT表达，因为前者国产电影太缺乏，太新颖又自洽。剧本很简单，简单到如果不是导演拍它都不会被做出来，换个人只会被当作不咸不淡没有社会共鸣度的故事被扔在一边。这是一个只看得到导演的作品，不是导演的盛夏光年+五月天未来的品牌效应+casting是不会达到这个效果的，运作得很好。所以是个作者性非常强的商品，无论是作者性还是作为一个商业产品都是令人羡慕仰望的作品（Ps：剧本中故事主场景地在成都～,4,2021-07-31 23:14:23,66,0
49,盛夏未来,齊克斯尼力佐飛,再次宣布陈正道是基佬中的好基佬，想通过自己的影响力为LGBT说话，努力在自己的作品中展示LGBT寻常的样貌，并警醒所有骗婚骗人骗己的基佬们：请诚实面对这个世界吧！,4,2021-08-08 17:50:58,61,0
50,盛夏未来,西安机场HR死,点映场看的，不太喜欢张子枫，本来以为是甜腻的夏日爱情片。没想到是性转版的蓝色大门，直接看哭，看完电影恍惚了几个小时。在内地这么逼仄的环境下，导演还试图去关照到少数人群的成长故事，我很感动,5,2021-07-29 20:41:20,171,0
51,盛夏未来,momo,超出预期并且后劲很大想要N刷的电影，前半段轻松愉悦笑点很密集，少男少女一起的画面又真的很让人心动，后半段的转折出乎意料，从惊讶中回过神不禁感叹真是妙啊，有遗憾的青春才更真实和难忘，接受喜欢的人不一定喜欢自己本就是每个人青春里的必修课，郑宇星和陈辰携手在青春里成长，学会勇敢的接受现实，没有疼痛和狗血，只有释怀和对未来的憧憬，把普通青春片的主题完全升华了那么在这样的青春成长主题之下，MING是谁还重要吗？挺喜欢陈正道对MING这个形象的留白，把MING当作一个孤独敏感的少年曾经寄托着全部爱和梦想的符号，其实根本无需具象化到男女吧全片带来最大惊喜的是吴磊，喜剧节奏很自然，几场哭戏的情绪递进更是把郑宇星这样故事线留白的暗线角色立了起来，让观众能够产生共情，演技和台词表现可圈可点,5,2021-07-30 04:05:21,720,0
52,盛夏未来,哪吒男,太开心了吧，感觉和吴磊谈了俩小时恋爱，嘻嘻嘻。,4,2021-07-31 14:09:59,78,1
53,盛夏未来,夏日烟火,刚刚看完点映。整体剧情给4星，1星给四位主演的表演。瑕不掩瑜甚至给人惊喜的一部青春片，远远超出我对国产青春片的预期。用不落俗套的生活碎片传达这个时代的青春所特有的那份忧伤下的勇敢、成长、自我和解…这些关于自我的内化母题让电影脱离了以往青春类型片中对爱情的偏重，用一种轻松的姿态摆脱了可能出现的悬浮感。演员们的表演更不用说，两位主演在我已知范围之外还给出了极具生活气息的表演，有点惊喜。（校园里的那些场景真的好写实，狠狠回忆了一把青春🚬）,5,2021-07-29 23:06:13,311,0
54,盛夏未来,一條魚佔滿了河,第一次聽《擁抱》是在《盛夏光年》，最近一次是在《盛夏未來》，那時候，康正行可以對余守恆說他愛他，而鄭宇星的MING卻只能在字幕上配上「她」。15年，「長日的假面」從脫下到戴上，「夢幻的疆界」屬於彼岸，此岸依舊是荒野。,4,2021-07-30 12:01:26,80,0
55,盛夏未来,斋藤飞鸟,朋友没法去，把点映票让给我了，发现有郝蕾祖峰还是挺感兴趣的。看完之后，两位老师不愧是老戏骨，很喜欢他俩的对手戏，不管在任何年纪都有追逐爱的权利，这也是另一种“青春”的体现。除此之外最令我惊艳的就是郑宇星这个角色，他阳光开朗、自由奔放，如同每一个幻想中的校草一样，无论到哪里，无论做什么，总是那么吸引人的注意力。但随着故事的发展，郑宇星的另一面也逐渐展现在观众面前，他更像大多数处于这个年纪的少年的缩影：内心敏感又脆弱，用喧闹来掩盖自身的孤独，吴磊在这方面的表演确实带给我不少惊喜。还喜欢最后部分，长发的妹妹太美了！希望子枫妹妹以后多留长发！但不太喜欢陈辰对郑宇星说秘密和青春电影那段，感觉有点怪怪的，不知道是不是故意安排，还有因为地点设定在厦门吗，陈辰好像偶尔有点湾湾腔？（本想打4星但我逆反了）,5,2021-07-30 04:49:46,301,0
56,盛夏未来,yf,其实电影的主题不是love，而是青少年迷茫时期的那种不可避免的孤独，是一个人的孤独，也是两个人的孤独，在那些发生在特定地点的对话和陪伴里，深夜的天桥，夕阳的海滨，酒店的泳池...一个寂寞浪漫的吻，他说“要是我能喜欢你就好了”...... 导演把这两个主角孤独的原因讲的很清楚，场景也选的很好👍,5,2021-08-05 00:18:05,116,0
57,盛夏未来,春上村头🌲,喜欢这种在危险的边缘试探的电影，完美逃过老干部们的老花眼。,5,2021-08-08 22:59:32,110,0
58,盛夏未来,鱼阿雨阿鱼,老子特别下回豆瓣过来打五星好评，那些纠结男主性取向觉得自己被骗的是哪里来的啥比？？？格局就这？？？懂什么事少年之爱？？？青春的故事本就没有结局，哪里来的be和he，乌鱼子ps：子枫妹妹的演技超神，陈辰在郑宇星面前唱拥抱的那个状态反应眼神我甚至看到了自己的影子,5,2021-08-02 13:02:52,136,0
59,盛夏未来,Monaghan,原本是看他们谈恋爱的，没想到竟然是这样的惊喜。欲言又止之间，藏着倔强和反叛。他们把这个故事藏在烂俗青春片标题后面，把MING藏在镜头外面和中文字幕一个个“她”英文字幕从不提“她”里。这好像是站在一个堵的不行的瓶颈里，看外面星辰大海。/“如果在未来，我们喜欢的人也能够喜欢我们，那该有多好。”,5,2021-07-31 14:44:07,130,0
60,盛夏未来,小碟味淋,看恐同瓣女短评区跳脚是很快乐。左耳的助听器、从未出现的人称代词she基本可以算作一种隐秘的抵抗。向父权制怒目而视，眼泪只为爱人而流,4,2021-08-09 00:50:23,55,0
61,盛夏未来,常青,我一直认为好的青春片就是成长片，这部做到了。没有人永远18岁，但永远有人18岁，真羡慕啊，想回到我的18岁，告未告的白，爱想爱的人，即使他不爱我，要勇敢，要诚实，要说出自己想说的，大哭啊大笑啊，尽力不留遗憾，留下遗憾也没关系，因为这就是青春啊！（Ming应该是男生吧，一直没有出声音露脸，还有五月天的拥抱这首歌，晚风吻尽荷花叶～大家都懂的吧，爸爸还说放心，不会对你女儿怎么样的……合理的设定，还有一点，就是哪个直男会不喜欢子枫妹妹啊，所以）,5,2021-07-29 22:02:14,157,0
62,盛夏未来,少年面条,拍的非常好。首先我要撒花陈正道终于回到正常水准以上了，才不要管你们打差评关于亲嘴那一段的解读呢，那一段的分析不是一两句能说的清楚的。其次在这种体制下其实这样处理还蛮巧妙的，即使可以拍所谓的同性(国内拍不了)也未必有这版好，并且张子枫也不仅仅是工具，而是真正融入当时青春的一个鲜活懵懂却即将轻熟的女孩子。在审美方面，生日送礼那一段真的是可以列入至少这几年内华语青春片的动人片段了，是那种真正的青春的小浪漫。另有人吐槽不想看家庭戏份的我真的觉得挺蠢的，家庭的矛盾的确也是很多学生的症结。最后，恭喜吴磊终于有电影代表作了。,4,2021-08-01 23:10:53,105,0
63,盛夏未来,腻扑的咕冬,那一吻是近年来青春片里最美的一吻,4,2021-08-05 14:55:34,91,0
