,movie_name,id,short_comment,score,comment_time,votes,Fake,Marker1,Marker2,Marker3,Marker4,Marker5
24,一点就到家,seamouse,这才是正儿八经的《我和我的家乡》，虽然那五个小品品质也都不错，但《一点就到家》才是个完整的有立体人物弧光、情节曲折发展、观点清晰表达的故事。尤其谭卓作为星雀代表，到景迈山谈收购一场，将国际化与本土矛盾、创业中注定会出问题的友谊，都一并爆发出来，某种程度上，成为影片最重要的题旨。紧跟时代的笑点比比皆是，结尾还来个对移动互联摧毁乡村距离的风趣思考。当然，做长片的劣势也明显存在，丰收段落彻底成了山人乐队MV，情绪转折没想好就用岩石和地铁的移觉凑数。,4,2020-10-04 11:28:45,73,0,0,0,0,0,0
25,一点就到家,阿拉灯神丁,没想到国庆档的电影我最喜欢这部哈哈哈哈哈哈哈哈哈哈,5,2020-10-04 01:05:13,175,1,1,1,1,1,1
26,一点就到家,最酷跳跳糖-,冲着刘昊然而来 被剧情深深吸引 村里的年轻人有梦想 还能坚持自己所爱 放弃在眼前的几百万 最后才能成功站到世界舞台 让世界认识中国普洱咖啡  未来是年轻人的天下！,5,2020-11-22 00:57:46,1,0,0,0,0,0,0
27,一点就到家,邓安庆,难得国庆有拍得有趣好看的青春喜剧，明快的节奏感，配上欢快的音乐，看得人心情舒畅。剪辑师真要给他加个鸡腿。彭昱畅有一种憨厚与细腻兼备的表演风格，他的笑声真是太有感染力了。另外我一直希望尹昉也能大火起来。他们三人在山林烟火间建立的兄弟情谊有别于过往影视剧，算是新颖。,4,2020-10-05 07:46:31,33,0,0,0,0,0,0
28,一点就到家,haku,好看。很讨厌豆瓣上面故意踩国产片打低分。,5,2021-02-12 16:48:05,59,1,1,1,1,1,1
29,一点就到家,glow,国庆 又赶上最近各种电影上影，感觉最近精神急需电影补给，疯狂去电影院看电影，感觉这片子绝对是国庆档黑马，以为是喜剧片可是看的时候却又泪目几次，戳中在外漂泊的人的痛点，特别里面李绍群说的那句话“在外面不是家 可回来之后发现这里也不是家”，这句话真的应了自己现在的状态，20岁出头的时候想走出去，可现在又在寻找归属感。片子挺值得一看的就是题目起点也太没有看的欲望了，幸好没错过这部好片。,5,2020-10-04 14:33:14,63,0,0,0,0,0,0
30,一点就到家,朝阳区妻夫木聪,太犯规了！居然有姨娘的Forever Yong催泪必杀技，我的眼泪是为你流的！许宏宇还是不错的，挺有趣的一部片子，还有点冷幽默，跟另一部创业题材的戏相比，没有什么上价值和油腻的部分，而且还有隔空互动。也因为是年轻人的故事，所以会觉得不管是天真的理想主义，还是理性的务实态度，都闪烁着一丝真诚和单纯的光芒。咖啡和茶，是新与旧，也是城市与农村二元价值观的碰撞。究竟是留守传统还是开拓未来，影片比较好的融合了二者，同时也没有固守于传统意义上“家”的概念，一边是“有家的地方才有梦想”，一边是“有了梦想哪里都可以成为家”，选择权在于个人。整体超出预期，看好它成为国庆档黑马。,4,2020-09-28 20:06:53,111,0,0,0,0,0,0
31,一点就到家,谋杀游戏机,是个类型元素丰富（喜剧、科幻、恐怖...）、轻松欢快的喜剧。七月开机十一上映，许宏宇能在很短的时间里就把活干得很漂亮，有传统香港导演的过硬手艺，又有年轻一代导演的敏锐和悟性，是个可造之材。跟《穿越火线》一样，你想不到他能把一个普普通通的题材拍出这么趣味。作为一位思维新潮、在开放文化环境里长大、很懂年轻人口味的导演，他能把一个年轻的剧组整个都调动起来，主创都放开手去即兴碰撞，出来的效果反倒有很多惊喜。后期再依托许宏宇强大的剪辑功底，把创意都巧妙地整合到一起，呈现为一种中二、热血、碎片化、无厘头的感觉。三位主演都出奇地贴合角色，整个剧组都给人一种很真诚努力想出好作品，而不是敷衍完成既定任务的印象。电影将青年回乡电商创业题材改写成一个具有普世价值的梦想励志故事，好看。,4,2020-10-04 12:38:41,63,0,0,0,0,0,0
32,一点就到家,谢谢你们的鱼,其实是《伊丽莎白镇》、《硅谷》加上《我家买了一个动物园》，一出赏心悦目的创业童话，出色的笑料、节奏以及可爱的故事包装下完全看不出来是一个扶贫的项目。好久没有看到这么有少年气、天真以及真诚的国产喜剧片了，我们几乎无法改变世界，但是我们要有一颗渴望改变世界的心，比《中国合伙人》好看太多了！,4,2020-10-04 19:30:05,28,0,0,1,0,0,0
33,一点就到家,恶魔的步调,（有流量的）直播带货（新产品）感觉就像提前实现了共产主义众筹,4,2020-10-04 23:03:46,16,0,0,0,0,0,0
34,一点就到家,杜小德,剧情搞笑幽默，冲突合情合理，节奏把握得当，内容以假乱真，看完让我很难相信这部电影居然在现实中没有原型，三个主演表演都很到位。本身就够好看和优秀了，不用和中国合伙人对比。好看，推荐。,5,2020-10-03 18:12:06,182,0,0,0,0,0,0
35,一点就到家,科林,把好本子拍烂是次品，把好本子拍好是庸品，把烂本子拍好才是精品，本片就是这种精品。不过一简单狗血的创业励志题材，却用了跳剪、追焦、弹幕、近景特写、快速运镜、背光摄影等一众炫技手法带出【轻喜+惊悚】混搭的类型片感觉，故事讲得诙谐逗趣十足，引人入胜永远是导演是否有才华的判断准绳。稍微纠结一下缺点那就是结尾重复啰嗦了点。重点提一下：三个里面彭昱畅表演最好，口音表情到位，很豁得出去。,4,2020-10-05 20:27:57,25,0,0,0,0,0,0
36,一点就到家,路过小卢,“人们总在正确的事和容易的事之间做选择。”“北京很大，我在这看不清自己；而在云南的一个小乡下，我却知道我想要什么。”“我以前在北京，早上做梦，晚上发呆；而现在在黄路村，早上做事，晚上做梦。”其实前面还是有点问题，过于套路和浮夸理想，但刘昊然的角色在后段升华了整部电影。轻喜剧故事的节奏感与想象力，也成功让励志口号变得具有感染力。（彭昱畅未来可期，问题就是越长越像黄渤了hhh）,5,2020-10-04 21:56:59,31,0,0,1,0,0,0
37,一点就到家,小张的宝财锅,治愈又轻松，渐入佳境，能把一个任务片完成的这么好之前也是没想到。导演讲故事的能力很强，运镜剪辑很棒，刘昊然把魏晋北把一个丧的失败者到找到自我又爆发争论放弃回归的形象刻画的入木三分。23岁演30岁，挑战了新高度，很值得看,5,2020-10-04 07:46:49,142,0,1,0,0,0,0
38,一点就到家,pppp,纯真又浪漫，喜欢结尾的处理。正在为婆婆的境遇难过的时候，婆婆拿出了一个二维码，又破涕为笑。感叹导演真的是个温柔的人，把少年们的乌托邦保护得很好。温柔也是一种力量。,4,2020-10-04 00:00:27,105,0,0,0,0,0,0
39,一点就到家,恶魔奶爸Sam,刘昊然演技超神……,4,2020-10-05 16:53:40,25,1,1,1,1,1,1
40,一点就到家,王俊俊,节奏鲜明，视听丰富，技术成熟，构思精巧。有过于讨巧谄媚的嫌疑，不够深刻，但足够好看。主题立意非常高明（讨巧），涉及空巢农村，月薪500的农民，现代工业化危害等问题，反思了脱离城市，重新回归生活，建立基本的人际联系，亲近自然等等真正让人充实幸福的生活方式。电影不仅做到了最基本技术要求，还设置了具有寓意的符号，虫、马、猪等等，很拔高。一个好的主题，好的结构，再加上好的技巧，很难给差评。唯一可惜的，就是这始终是一个商业片而不是内涵深刻的文艺片，最后支付宝的植入，推翻了反思，只关心科技便民惠民的一面，把危害的一面又推回去了，很可惜，但瑕不掩瑜。,4,2020-10-04 17:05:38,19,0,0,0,0,0,0
41,一点就到家,田小娥,高考题材，拍出新概念的味儿，执行得很好啊。,4,2020-10-09 15:31:23,5,0,0,0,0,0,0
42,一点就到家,Ning,好好看！居然中间和结尾看哭了😂许导是近年看过的最懂年轻人、最会把握节奏和笑点的导演；刘昊然神奇在不仅可塑性很强，还能用个人魅力赋予角色以奇妙的美感；彭彭尹昉纯真自然，让人满心喜欢，你说他俩真是当地人我也信哈哈哈😄最后，主创之间感情是真好啊，虽然排片和宣发有劣势，但不掩其优点，是部错过真的会遗憾的好电影（二刷后准备写篇长的！）,5,2020-10-04 00:00:54,195,0,0,0,0,0,0
43,一点就到家,打左灯向右转,2020年度最佳（别信豆瓣评分），看的过程中心里无数次在想这不比《我和我的家乡》好吗？应该改名叫“我和我的家乡”。电影叙事无比流畅，一口气爽完，一点儿不费脑。“我在北京一客户跟我说过千万别和自己最好的朋友合伙做生意”“你那什么客户，这么土”“三个教英文的”看到这段直接笑抽，电影是由《中国合伙人》导演陈可辛监制，这段自黑真的绝了哈哈哈。,5,2021-01-21 01:28:19,19,0,0,0,0,0,0
44,一点就到家,沈十六,看完的感觉，跟大夏天喝到清凉的汽水似的，酣畅、清爽、身心愉悦。放弃颜值的三兄弟，热血真挚，自带喜感。有电商梦的魏晋北，有快递梦的彭秀兵，有咖啡梦的李绍群，齐聚云南，魔性创业，每次看他们喝咖啡都想哈哈大笑。比较不一样的青春片，进一步是都市碎梦，退一步是远山树林，不乏思考。另外，我好想要那个“支付宝到账一百万”的手机铃声啊，给个下载链接吧。,4,2020-09-26 15:26:10,56,0,0,0,0,0,0
45,一点就到家,放开那个浪味仙,剧情有一定程度的夸张，但总归是部轻松又可爱的电影。创业、直播带货、逃离北上广，巧妙融合了时下的热点，三人组代表了三种年轻人的状态，每个人都在努力与理想生活达成和解。彭昱畅在“丑萌”的道路上一去不复返了，但演技必须点赞。粉丝属性加成，哈迷&+7的女生收获惊喜~,4,2020-10-05 23:43:48,16,0,0,0,0,0,0
46,一点就到家,叶纸君,看得太亲切啦！我和大厨也是从北京离开，来到云南开始创业做水果电商，想把这里的好水果分享给大家！整部片子看得特别有感触，好几段彭昱畅说话的场景，都让我眼眶泛泪！全片有哭有笑，经常笑翻全场，也让后排看电影的人为他们抱不平！励志又感动！所有的出发，都是为了回家！我们还青春，我们在路上。我们一起加油！,5,2020-10-05 00:35:58,18,0,0,0,0,0,0
47,一点就到家,风间隼,能把“电商扶贫创业”这么主旋律的故事讲得这么引人入胜，得益于剪辑出色，各种时尚元素把握得精准到位。许宏宇延续了香港电影的人文关怀和商业喜剧沉淀，糅合丰富的云南乡土元素。各路演员的川味马普难得地还不算太离谱，几个年轻演员从外形到情绪都有说服力。,4,2020-10-05 14:15:45,19,0,0,0,0,0,0
48,一点就到家,红袖添香,一部为了云南脱贫而拍的献礼片，三个年轻人都演的很好。真的感觉到了刘昊然和彭昱畅是中国同龄演员演技的天花板。当开始片头看到了陈可欣参与电影制作就知道这电影差不了。没想到看完后劲这么大。片尾接受采访。尹昉和他爸，也就是新喜剧之王里边的老头子。老头子喝了咖啡。儿子喝了茶。其实不是喜欢。是两颗心想要去靠近。佳句蛮多的。流水不争先争的是滔滔不绝以及好好学习天天向上。成功容易是两条路。失败的是人而不是事。电影取景地也超级美。还提到了三个教英语的致敬中国合伙人。真的挑不出来这部电影的一点毛病。当时应该去电影院看的。欠他一张电影票,5,2021-02-08 10:01:20,30,0,0,0,0,0,0
49,一点就到家,Marni,三点五分吧，优点是，难得一部主旋律宣传片能拍得这么轻松活泼，缺点是，看似接地气，但实际上并不接地气。,4,2020-11-14 20:30:28,0,0,0,0,0,0,0
50,一点就到家,严荼,《一点就到家》的最大爽点在于成功建立起了每个“城里人”对田园梦如何实现的具体想象。这种想象基于的假设包括：1、城市的思维和工具对西部农村的降临是被需要的；2、农村是一张白纸，它淳朴地生活不在意即时的利益，并且容易被诗意和热情感召；3、这里有很多被埋没的完美商机；4、你可以同时具备主角三人的完美条件与人格。这些爽点在剧本策划的时候完美踩在“城里人”的天真和虚荣之上（尽管实际上的普洱咖啡产业困境重重），让我们可以肆意自我代入；但是虚荣的爽也是爽嘛！,5,2020-10-04 21:57:50,7,0,0,0,0,0,0
51,一点就到家,牛 牛 嘎,比预期要好很多，剧情很棒，幽默风趣搞笑，励志充满梦想。三位年轻派演员的演出十分精彩，年轻充满活力。取景地的风景也很秀丽迷人。,5,2020-10-02 21:56:04,26,0,0,0,0,0,0
52,一点就到家,大高加索山脉,原先知道是一部小成本的献礼片 就跟命题作文似的 还觉得应该会没意思。昨天看了点映 不得不说导演厉害 把命题作文写得生动有趣 和国庆档另一部命题作文式片子我和我的家乡相比 这部更有看头 轻松愉悦 带点中二漫画风 笑点不俗气 流畅自然 虽然植入偏多但不感觉突兀 演员都很贴 演得也很不错 刘昊然的台词功底非常好啊 彭彭真的就很小黄渤hhh 尹昉也很帅！总之 是一部很适合解压欢笑的电影 喜欢！,5,2020-10-04 07:55:19,94,0,0,0,0,0,0
53,一点就到家,匣中猫,毒舌刘昊然荣登年度我可以奖。其实本子很简单，现代化上山下乡样板戏，魔幻云南0负担创业记，抛开各种冷幽默段子就真没剩什么了，所以才显得导演技艺高超。许宏宇上一部其实还有点微妙，这一部就拍得这么顺……剪辑方面的亮点不用多说，连用两首vocal做插曲却不会让人觉得特别突兀真的有点强，真的不知道究竟是这个简单的本子适合他还是他直接跟曾国祥一起去进修了……总之还是蛮喜欢的，3.6归4。,4,2020-10-04 20:26:22,18,0,0,0,1,0,0
54,一点就到家,大聪,《一点就到家》居然意外还不错！三人组合在搭配乡村创业造型，给人一种土Q土Q的感觉，影片节奏轻快活跃，剪辑点抓得到位，笑点新鲜不老套，有笑点新梗当然也有让人共鸣的地方。影片是很能鼓励人的！世事难预料，现实遭蹉跎，不过电影给了大家一个非常圆满的结局，让人看完又重拾了相信梦想的信心，想做一件事，就要先相信那件事。远方很远，我们到得了。不得不说导演徐宏宇真是未来可期呀，太懂年轻观众了，再加上三位主演生动活力的演技组合，都无形中提升了这部简单故事的视听品质，国庆黑马，值得推荐！,4,2020-10-05 10:43:27,18,0,0,0,0,0,0
55,一点就到家,古月敏儿,对比家乡那种分段式的表达方式，我还是喜欢这部剧情节奏都在线的电影，感觉他比家乡更加清楚的表达了扶贫的主题，也教导了我们这一代年轻人一种乐观主义的态度！,5,2020-10-04 09:48:31,63,0,0,0,0,0,0
56,一点就到家,马达,喜欢这种轻松不费脑又养眼的电影，除了爱刘昊然以外，竟然还被彭昱畅圈粉，演得土不拉几的真好呀！,5,2020-10-05 23:35:44,9,0,1,0,0,0,0
57,一点就到家,不是本人,“我不觉得我的家乡没有希望”,5,2020-10-26 18:29:54,11,0,0,0,0,0,0
58,一点就到家,凯Run,影片既接地气又很有气质，看起来特别高级！ 刘昊然彭昱畅尹昉的组合太完美了，喜剧效果出乎意料的棒！ 许宏宇导演也是一位优秀的剪辑师，影片在镜头切换方面有创新有创意！ 讲述的故事，用一句很俗的话来说，紧扣时代脉搏；“OMG，买它”，李佳琦真人实名出镜，惊喜满满！ 映后跟导演交流，说了句“电影本身就不用多说啥了，就等着收好口碑，票房大爆吧”，是一句真心话，目测会成为爆款，具备“黑马”相！,5,2020-10-03 22:01:18,143,0,0,0,0,0,0
59,一点就到家,万万兔,彭昱畅确实很灵 刘昊然没什么进步唉,4,2020-10-06 12:57:13,3,1,1,1,1,0,1
60,一点就到家,非知名评论人,之前看许宏宇的《穿越火线》就还挺喜欢他的风格，这次依然没有失望。继续加油，成为国庆的黑马。,5,2020-10-04 07:06:05,79,0,0,0,0,0,0
61,一点就到家,rovaniemi,尹昉小哥！！！我可以！！！,5,2020-10-04 23:04:48,0,1,1,1,1,1,1
62,一点就到家,沈辛成很枯燥🐝,是国家命题没错 但这作文真的满分！完美的商业喜剧片 剧本写作精密度堪比九十年代的好莱坞都市喜剧 毫无尿点。三个流量无人拉胯 最关键的是 无论是演员/角色之间的友谊 还是这条将中国农村改变的道路 都叫人觉得是可信的 这在现下真的很难得。去看🐵,5,2020-10-04 17:39:56,18,0,0,0,0,0,0
63,一点就到家,解不开的牌局,看完点映，挺感动的，整部片子充满了青春的乌托邦，有热泪还有希望（悄咪咪说还有惊悚，好期待导演拍恐怖片啊啊啊啊啊啊），刘昊然的表演和台词惊艳到我了，彭昱畅一如既往的黄渤化哈哈哈哈哈哈哈，尹昉我也很喜欢！！！！总之很喜欢很喜欢！一大早起床准备去二刷！！！！,5,2020-10-04 07:01:49,126,0,0,0,0,0,0
64,一点就到家,17950,很满足，很港产片。基本上满足了所有的预期，该有的东西都有了。这样的剧本大陆99%的同龄导演可能因为纠结于文本和结构，连拍都拍不动。顺带一提雀巢确实是普洱地区最大的咖啡收购者…,4,2020-12-02 02:44:17,1,0,0,0,0,0,0
65,一点就到家,长安一片月,又有昊然哥哥！看完电影觉得最受感动的是彭彭的那次“演讲”，留下自己脚印的地方才是真正的归属！,4,2020-11-12 20:21:14,0,0,0,0,0,0,0
66,一点就到家,槲寄生,好久没看这么舒服的电影了，节奏快笑点多，影片立意很棒，刘昊然真是演的好，地铁那段看的好想哭,5,2020-10-04 00:17:55,83,0,0,0,0,0,0
67,一点就到家,沙漠中的常春藤,昊然宝贝,5,2020-10-09 20:29:26,2,1,1,1,1,1,0
68,一点就到家,kylegun,折本退货还乡情，咖啡斗茶争口气，品牌扎根反垄断，苦在嘴里心很甜；早上做梦晚上发呆，不如早上干活晚上做梦；陈可辛团队虽然成功将在地市井关怀的港式幽默成功搬到内地，但一味鸡血正能量掩盖了不少能让故事更立体的反思可能，比如乡土生活中比城市地铁更严重的恍惚，比如远不是一个支付宝能抹杀掉的赶集文化……,4,2020-10-13 23:50:39,2,0,0,0,0,0,0
69,一点就到家,斜风细雨不须归,剧本是很简单，但是看完之后也会不自觉地问自己，自己到底想要的是什么？还有就是自己出身小县城、小地方，也会去想家乡的未来是什么？家乡的出路是什么？电影虽然热血，但认真看的人，不应该只是停留在表面一笑，跟着电影里的人一起去焦虑和欢乐，也是电影给我的馈赠。,4,2020-10-04 21:25:00,0,0,0,0,0,0,0
70,一点就到家,白小蝶,片名起的太随意了，不过看完确实是觉得，很多渺小的困扰人的想法和病症，大自然都能治愈的，在原始的自然的环境里，大自然的力量会解释一切的,4,2021-02-14 21:49:35,9,0,0,0,0,0,0
71,一点就到家,华盛顿樱桃树,forever young前奏出来的时候就热泪盈眶了。导演品味不俗，从一首插曲的选择就看得出，拍得非常洋气。整体节奏的把控，欢乐与煽情运用娴熟得当。作为命题作文，叙事方式完美中和了主题的枯燥。让整部电影观赏性很高。,4,2020-10-04 12:45:04,19,0,0,0,0,0,0
72,一点就到家,如墨画卷,青年人的创业故事，城镇与乡土的激烈碰撞，理想与名利之间的冲突，让三个有志青年踏上前路茫茫的创业之路。影片以鬼马的写实风格，作者式的自我表达，将热血青年追逐梦想的过程得以诠释，三个大男孩从坚持梦想、到守护梦想、再到最后的实现梦想，都足以让我们相信，在残酷的现实中依然可以不忘初心，在平凡中坚守自我，在梦想的道路上不断前行。,4,2020-10-04 09:50:36,37,0,0,0,0,0,0
73,一点就到家,糊乱的张贴,七分，从立意到剧情都表现的很好，唯一的不满大概就是道理讲的太多，感觉彭昱畅不太打动人（可能跟我不喜欢他有关）对比起来彭昱畅不如黄晓明，邓超不如刘昊然，尹昉存在感比佟大为强。许宏宇比陈可辛好看？,4,2020-10-04 11:48:46,18,0,0,0,0,0,0
74,一点就到家,弓谷所長,人物造型和故事都有《中国合伙人》影子，果然陈可辛监制的效果。电影喜剧效果有，情感渲染也可以，可以故事还是偏理想化了点，不切实际的让人感觉尬。缺点和优点两极分化了，不过还是很值得一看呀。,4,2020-09-30 00:06:19,65,0,0,0,0,0,0
