movie_name,id,short_comment,score,comment_time,votes,Fake
独行月球,刘畅团子,就这样好好的拍个电影不行吗！？！？现在这个大环境下，我追求就这样了，好看，好笑，有梗有点，不摆烂不作妖，很好！元气满满的一天！,5,2022-07-31 20:43:54,213,1
一点就到家,乔峰,我就想知道郭杰瑞在云南搞的咖啡豆怎么样了！,3,2020-11-12 16:35:55,6,1
一周的朋友,ANSEN_LEE,多出来的⭐️是给麦麦的。,4,2022-08-09 00:15:27,0,1
一周的朋友,潜水的鱼儿,我不管，我觉得四个人演的很好,5,2022-06-19 17:30:04,1,1
一周的朋友,Zoe,除了林一真帅，其他无感。,3,2022-08-07 22:36:04,0,1
花木兰,豆友211993530,不知道你们有没有看过景甜的长城？ 比那个还难看。,1,2020-09-05 10:58:04,97,1
一周的朋友,Sakura,五星无脑给赵今麦！,5,2022-06-18 21:49:29,4,1
唐人街探案3,阿尔兹兰,唐探3的豆瓣评分明显过低了。这还是一部不错的类型片。,4,2021-02-28 00:33:45,138,1
这个杀手不太冷静,穗尔Sybil,有点意思,4,2022-04-04 16:27:43,0,1
送你一朵小红花,桃桃子,好悲伤啊,5,2021-04-04 06:55:41,245,1
一周的朋友,芝芝芒芒忙忙忙,合格校园青春片，多一星给赵今麦的脸，好美呜呜,4,2022-06-19 20:33:24,4,1
心灵奇旅,Maurice Moss,Moss还是那个Moss,4,1/1/2021 21:55,10,1
花木兰,桑畑三十郎,迪士尼出品，必属精品，强烈推荐。,1,2020-09-05 11:08:38,45,1
这个杀手不太冷静,小马驹1988,太尴尬了。千万别看,1,2022-02-09 13:37:58,75,1
独行月球,内有恶犬,大陆院线片什么时候养成了非要在片尾打一行字强行抒情的坏毛病？,2,2022-07-28 23:59:56,26,1
一点就到家,渭川曲,没想到是双节档看的最舒服的。,4,2020-10-27 23:31:16,2,1
唐人街探案3,Meow_see good,低俗谄媚粗制滥造，连起码的诚意都没有，推理全靠奇情轶闻，笑点东拼西凑，初一起了个大早去看电影，刷抖音睡懒觉不香吗。为了长泽雅美，努力多挤了1星，滚蛋吧，还唐探宇宙，不要太膨胀，呕。,2,2021-02-12 10:40:33,20959,1
独行月球,B. -D. One,感觉我的智商受到了侮辱……,2,2022-08-01 21:28:21,142,1
心灵奇旅,人类还没灭绝吗,是我期望太高,3,5/1/2021 22:19,1,1
一周的朋友,星战粉,很不错的电影!,4,2022-11-14 14:50:04,0,1
唐人街探案3,.捉摸不透姑娘.,从此wink就是油腻的代言词了,3,2021-02-16 01:30:30,29,1
唐人街探案3,自由而无用的SB,结尾尴尬到批爆，67一张的电影票，毁了我一天的好心情,1,2021-02-12 11:12:43,904,1
花木兰,SuperRain,别说好看，说不难看的都是刘亦菲nc粉，鉴定完毕,1,2020-09-05 12:49:08,71,1
一点就到家,用户6916131924,海报太丑了，彭昱畅像个憨批。,1,2020-10-04 12:18:55,73,1
盛夏未来,Phantom,这打分是认真的吗，高考是怎么儿戏的事吗,2,2021-07-31 20:57:39,175,1
送你一朵小红花,马桶盖,易烊千玺的表演让我觉得含了一口痰,3,2021-02-25 18:41:37,12,1
送你一朵小红花,佐罗大王🌸,哭得头疼。,5,2020-12-31 20:21:37,227,1
送你一朵小红花,Infinite,难看 一星平衡,1,2021-01-01 11:36:00,107,1
唐人街探案3,magoo,强行搞笑，烂梗堆砌，恶心-_-||,1,2021-02-12 13:43:08,353,1
唐人街探案3,fairy,确实没有前两季好看，推理有点牵强（我是没被感动到）但总体还行，不至于5.8分，不至于不至于,4,2021-02-14 22:19:28,54,1
一点就到家,ninej950,大型阿里巴巴软广！男主们很优秀！,3,2020-10-04 23:21:34,6,1
送你一朵小红花,微信用户,为小镇做题家,1,2022-07-09 14:19:10,148,1
一周的朋友,可乐味的嗝,林一好帅，全方位的帅！沈月和赵今麦都好好看呜呜呜！果然我对烂片情有独钟！,4,2022-06-28 19:29:56,0,1
这个杀手不太冷静,Button _,一塌糊涂……浪费初一大好时光…,1,2022-02-01 17:57:02,299,1
这个杀手不太冷静,𝑱𝒖𝒏𝒆,片尾都没看完就马不停蹄打一星,1,2022-02-20 15:30:45,29,1
一周的朋友,秋棠染纱漠北凉,烂片,1,2022-08-09 01:13:38,0,1
唐人街探案3,👑,就这居然还有下一部？恰烂钱也不是这么恰的吧,1,2021-02-13 14:54:06,193,1
盛夏未来,momo,虚假营销达咩 辣鸡,1,2021-07-30 12:30:08,296,1
一周的朋友,AKA·白岩龙,角色贴脸真的很重要！选角都好好！,5,2022-08-08 10:25:10,2,1
送你一朵小红花,BJH,题材很棒 虽然不是易烊千玺的粉丝 但是他接的题材都很棒 演技也很不错 而且里面的吴晓妹是个彩虹🌈 ,5,2020-12-31 20:26:11,1269,1
独行月球,令狐婷婷,rnm 退钱,1,2022-08-01 04:38:23,233,1
一点就到家,____anybody,这部片成本一定很低，那些个特效都算不上五毛，撑死了五分吧，钱肯定是赚的！既扶贫又扶己！赛高！,2,2020-11-17 10:15:44,2,1
一周的朋友,会飞的鱼,剪成一个mv还可以吧,2,2022-08-07 12:38:14,0,1
唐人街探案3,静·生活每天都充满阳光,实话讲，唐探3，在电影院看，一点都不亏！唐探宇宙值得给他们贡献米！,5,2021-02-12 16:43:39,82,1
一点就到家,1w.,这也太理想化了，拍的太随意了吧，不敢相信居然有6.8分。（5.5/10）,2,2020-12-26 22:02:16,1,1
一周的朋友,披着人皮的鬼,电影市场都这么难了 怎么这些人还有活接,1,2022-10-24 11:02:20,1,1
一周的朋友,づ Yoon A  凉薄,真的好看 绝了,5,2022-06-18 15:49:30,21,1
一点就到家,👮🏻‍♀️👩🏻‍⚕️,剧情一言难尽，抠图有点多，看得眼睛疼,2,2020-10-21 00:20:50,6,1
花木兰,tsuga,我刚看了个啥？,1,2020-09-04 22:31:27,732,1
一周的朋友,要芋泥要波波,比看db评论之前的感觉要好，三分给电影，一分给我田哥哥的bgm,4,2022-06-21 00:59:24,6,1
送你一朵小红花,海上那点白,2020/12,5,2020-12-31 20:09:51,216,1
这个杀手不太冷静,温州炸鸡（包邮,就是听了那个豆瓣影评人的年前的夸奖才去看的……悔啊，悔啊。,2,2022-02-01 11:08:05,1667,1
送你一朵小红花,又在说些,挺烂的,1,2021-01-01 10:16:55,250,1
独行月球,Spring,咋感觉豆瓣这么多黑子？这部电影沈腾贡献了绝佳的演技。不必搞这么多尬黑出来，票房怎么都会一骑绝尘的,5,2022-07-30 22:10:40,65,1
一点就到家,简单,傻子电影,2,2020-10-06 03:39:47,13,1
送你一朵小红花,我可以换名字了,无聊透顶的剧情,1,2021-01-01 09:10:12,113,1
一周的朋友,南方骊歌,像日漫改编的,5,2022-06-18 23:18:10,5,1
这个杀手不太冷静,一实,魏翔成功了！,3,2022-02-01 19:55:05,6,1
盛夏未来,Heartbeat,给一星都算糟蹋这一星了…,1,2021-07-30 13:31:20,75,1
这个杀手不太冷静,道无涯,3.0/10。全程坐如针毡，同去的朋友倒是一直在笑。可散场后问他觉得如何？他又说是辣鸡→_→,1,2022-02-06 23:12:43,62,1
花木兰,再见二丁目,一星都觉得高了,1,2020-09-05 09:38:37,74,1
这个杀手不太冷静,sorry打搅,有被恶心到。,2,2022-10-07 01:30:49,2,1
独行月球,老公孩子在天堂,对七岁以下的人来说刚刚好。,1,2022-08-02 11:51:52,50,1
盛夏未来,豆友191064777,我不能接受,2,2021-07-30 13:51:02,70,1
花木兰,冥灵,有事吗？,1,2020-09-05 06:11:43,107,1
独行月球,🐎🐎,商业就不配五星了吗？谁能拒绝金刚鼠？,5,2022-07-30 11:18:12,147,1
一周的朋友,广寒宫寰山湖,陪朋友看的。下次我一定要推掉啊……,1,2022-06-18 22:48:55,3,1
心灵奇旅,爱多一点,心里鸡汤，，给孩子看的吧。。。,2,2/1/2021 6:22,0,1
一周的朋友,开门啊我是爸爸,麦很美,4,2022-06-21 20:40:23,0,1
盛夏未来,爱尔兰的天空,感谢开心嘴炮的吐槽，这一家子真糟心啊！,1,2021-08-02 19:16:46,7,1
这个杀手不太冷静,Obtson,认兄弟给你见笑，认爹妈给你见孝，这影院春晚也算见效了。,2,2022-02-03 18:23:25,3,1
送你一朵小红花,闻,说2020年最好的院线电影应该没毛病，毕竟也没上映几部,5,2020-12-31 20:45:38,133,1
这个杀手不太冷静,薇啸,给男主多加一星。,3,2022-02-05 12:14:45,0,1
这个杀手不太冷静,叉烧面,烂！！喜剧都没拍好就硬煽情，尴尬得瞌睡都打不起来！！,1,2022-02-05 23:57:39,55,1
盛夏未来,Pam,张子枫全方面越来越好了呢。,2,2021-07-30 11:18:27,44,1
送你一朵小红花,--,《这评分没有粉丝滤镜！没有！割割好棒》,2,2021-01-01 12:37:54,78,1
送你一朵小红花,肥囡,非常好看，值得去看,5,2020-12-31 22:14:38,184,1
独行月球,一般路过奎恩,什么缝合怪,1,2022-07-31 19:19:18,74,1
心灵奇旅,刘浪,缉魂。,2,8/1/2021 23:29,2,1
花木兰,吃瓜德,烂到爆炸，一星给22年前李玟的《自己》,1,2020-09-05 10:48:11,63,1
一点就到家,文帙三,非常平淡，故事单薄， 陈可辛制片的捞钱电影。,1,2020-12-10 14:03:41,9,1
一点就到家,一张疯子照,星雀，哈哈哈，怕不是星巴克+雀巢吧！,4,2020-10-11 08:38:19,3,1
花木兰,｡,心疼我菲,5,2020-09-04 20:55:45,13,1
一周的朋友,每一段旅程,很震撼,5,2022-08-16 15:14:30,0,1
一周的朋友,清白,送给滤镜和帅气,4,2022-08-13 21:46:16,0,1
这个杀手不太冷静,劲公子,什么xx,2,2022-10-05 22:13:19,1,1
送你一朵小红花,黍离,如坐针毡,2,2021-01-01 12:43:18,160,1
唐人街探案3,梦回谢桥,豆瓣水军猖狂啊，评分被打到6.0以下，有点太扯了，要不是提前买好票就被你们骗了，故事完整，情节有趣，应打4星，故意五星好评。 ,5,2021-02-14 19:47:52,1,1
盛夏未来,五加皮,两人身份对调会好很多，张子枫明显更适合演同志。,3,2021-07-30 22:17:41,13,1
花木兰,Timor,五分给迪斯尼，五分给刘亦菲，一分给剧情,5,2020-09-04 23:34:29,8,1
独行月球,逮了个歹,笑中带泪，跌宕起伏，暑期值得看的一部片子了,5,2022-07-29 11:27:06,267,1
盛夏未来,GA,陈正道 不愧是你,3,2021-07-31 21:05:47,5,1
花木兰,绿皱,实在太难看了，推荐大家看看我朋友新导的大片《刺客》,1,2020-09-05 09:38:15,50,1
送你一朵小红花,Foxy,一星给对yyqx的光环 催泪 可还是挺烂的,2,2020-12-31 22:09:01,70,1
独行月球,王秀馥です,“我们国产片。。。好像要完蛋了。。。”,2,2022-08-21 16:54:50,113,1
花木兰,Sid洋,史上最大正版支持者受害事件。,1,2020-09-05 16:10:38,55,1
花木兰,白羊座穆先生,肤浅如我，三星都给天仙的颜,3,2020-09-05 17:56:53,4,1
独行月球,匿名用户,一坨烂狗屎,1,2022-08-12 06:27:47,99,1
独行月球,响响,观感和《四海》差不多。导演觉得好笑，导演觉得感动。我？瞎扯淡！退我40.9块钱，不值得看大荧幕。,2,2022-07-29 12:04:33,78,1
唐人街探案3,孤星之夜,太棒了，尤其是那些日本著名演员演技太棒了！故事太有悬疑了！期待第4部！,5,2021-02-12 10:37:17,56,1
送你一朵小红花,Find me,尬,1,2020-12-31 21:44:20,304,1
唐人街探案3,中间灰,8.3,4,2021-02-12 10:37:34,45,1
花木兰,⚋̤̫⃝,看睡着了,1,2020-09-05 00:57:44,112,1
这个杀手不太冷静,blue~麦香,爆笑喜剧实锤啊，我都快笑死在电影院了,4,2022-02-01 18:05:54,380,1
盛夏未来,模因碎片,我发誓这是中国最好看的青春片，甚至是，近几年来最好看的华语片。,5,2021-07-30 21:30:05,657,1
盛夏未来,输入昵称,为什么最多一分，没有负分,1,2021-08-06 20:55:17,15,1
独行月球,待注销,没看完就跑出来了，实在受不了了，退钱！！！,1,2022-08-06 16:03:10,271,1
送你一朵小红花,一水柔蓝,温情吗,3,2020-12-31 20:00:27,56,1
一点就到家,cc不是aa不是bb,低于预期 一般般,1,2020-10-04 08:17:05,245,1
送你一朵小红花,就說了不要說話,尬到我脚趾在电影院挖出精绝古城,2,2020-12-31 21:23:34,489,1
花木兰,可爱的胶佬,三星全给刘亦菲，其他都算了,3,2020-09-05 10:54:09,6,1
一周的朋友,内田有纪,男帅女美，男女主感染力很强,5,2022-06-20 07:24:48,2,1
唐人街探案3,平淡奥赛罗,我无法形容了，太难看了，我好久没打一星了,1,2021-02-13 17:33:32,326,1
一周的朋友,今天是好的嘛,其实剧情挺。。。但我雀实真实情感了。好想磕林一和沈月,5,2022-10-09 19:39:14,0,1
花木兰,reneryu,李连杰？？？感谢好莱坞。一首主题曲能用20年👍,4,2020-09-05 05:59:55,21,1
送你一朵小红花,杉森小岛,看玺子哥和别人谈恋爱 还告诉我要乐观积极 / 看的第一场 放映结束大家都安静看到字幕完 😭 ,5,2020-12-31 20:19:14,925,1
盛夏未来,Ethel,没想到现在看抖音广告都要花钱了。。（真想甩自己两巴掌）,2,2021-07-30 17:38:16,80,1
独行月球,没有猫,在我心里是个4星的商业片。但看到一堆审视者嘴脸打的恶评，我决定给5星拉高一下。你对不同类型的影片应该使用不同的评价体系，比如去大排档吃饭，那激愤吐槽它的用餐环境就很好笑了。,5,2022-08-06 23:29:14,258,1
唐人街探案3,冬donger,绝了很棒的电影，豆瓣伪wenqing们不喜欢在意料之中,5,2021-02-12 13:13:27,22,1
独行月球,元气少女郭德纲,原来两个小时可以这么漫长,2,2022-07-30 23:01:37,592,1
一点就到家,方小孬,彭彭这么胖了啊哈哈哈,3,2020-11-11 10:47:33,1,1
独行月球,日灼,中国电影工业的核心就是两个字：土鳖。,2,2022-08-08 23:24:45,11,1
唐人街探案3,沉默的螺旋,这部电影要是过60亿，在坐的各位都有责任……这也配影史第一？,1,2021-02-13 21:43:25,821,1
花木兰,Vermouth,无语子啊……还我的钱……,1,2020-09-05 01:08:08,76,1
一周的朋友,桃壳扭扭耶,蛮好看的啊,4,2022-08-08 22:49:43,0,1
一周的朋友,第二次飞跃,沈月和赵今麦好漂亮啊，剧情也挺不错的,5,2022-06-18 16:02:43,18,1
独行月球,电锯觉罗炫,6.0/10 ,3,2022-07-28 21:52:01,3,1
一点就到家,诗太浓,太tm尴尬了，简直处刑,2,2020-10-04 11:26:36,59,1
送你一朵小红花,鱼森,那么冷的天，送你一根小火柴吧。,2,2020-12-31 20:22:05,342,1
一周的朋友,未来酱,给赵今麦和沈月的演技 太差了,3,2022-08-07 13:07:24,0,1
一周的朋友,徒司王,逻辑莫名其妙，输了两把王者，觉得更难看了,2,2022-06-18 13:54:06,32,1
送你一朵小红花,花渡,爆了！悲伤到极致，即便是有故意堆料之嫌，但也远超导演前作《滚蛋吧！肿瘤君》，成为目前国产最佳的癌症片；浪漫/甜到极致，易烊千玺和刘浩存成功接续了《喜欢你》和《超时空同居》后的甜片断档；有趣到极致，碾压《温暖的抱抱》的本年度最高级的笑点；撩到极致，即便刘浩存演技还有些青涩，但真的太美太能撩了，真是私人年度惊喜影人啊。都去看看这部电影吧，不为易烊千玺，为了这部电影的所有工作人员们，为了这个动人的故事。唯一的缺陷就是后半程还可以再精简一点。2020院线片完美收官！,5,2020-12-31 20:20:30,1487,1
盛夏未来,千阳瑜,今天又是小桃为人们观影审美感到担心的一天🚬,3,2021-07-30 21:44:34,3,1
唐人街探案3,waduheck,票房和评分是两码事,3,2021-02-15 14:21:03,35,1
唐人街探案3,狗哇,综艺大杂烩,1,2021-02-12 13:23:02,110,1
唐人街探案3,小崔,麻酱！你一星！电影两颗,3,2021-02-12 21:45:42,1,1
送你一朵小红花,撷云,看完少年的你的确会怀疑易烊千玺的演技是否是偶然，看完这部小红花不得不承认他的演技是真的灵。,5,2020-12-31 20:55:02,117,1
送你一朵小红花,Wuv-wuv,千玺的演技永远能带给我惊喜“你好 韦一航”,5,2020-12-31 22:28:52,848,1
这个杀手不太冷静,汤头精灵,看多了开心麻花就没味道了,3,2022-05-02 22:08:42,0,1
唐人街探案3,陵师,"只是椅子看不下去起疙瘩了
动不动我都屁股都刺儿慌 真不是我尴尬坐不住",1,2021-02-12 11:47:42,389,1
送你一朵小红花,嘟嘟嘟,被朋友拉去看的。。。尬得一批。。,1,2021-01-01 08:46:33,39,1
盛夏未来,禾口角刀牛,13/2021 做梦都想拥有张子枫这样的女儿！！！吴磊最后的DJ造型好帅！！！,5,2021-07-29 21:41:03,343,1
唐人街探案3,且放白鹿青崖间,受不了豆瓣的网友了，一个个为了显得自己多么高，开始打低分。nt,5,2021-02-13 16:56:47,115,1
这个杀手不太冷静,卡尔西法,替魏翔高兴😊,4,2022-02-02 15:41:58,107,1
一周的朋友,Keith Lee,中国电影的耻辱,1,2022-07-02 09:08:00,5,1
一周的朋友,老苞米,为了麦麦，男主起开,3,2022-08-28 05:55:43,0,1
一周的朋友,紫隼,赵今麦好漂亮。剧情上算一个合格青春片。,5,2022-06-24 17:47:25,3,1
这个杀手不太冷静,殇潮|Enigma,够胆就改编三姑最新那部哦,3,2022-04-01 19:50:03,0,1
一周的朋友,莎莎姐姐,太狗血了了了了了,1,2022-06-18 13:24:21,60,1
一周的朋友,赫敏爱妻,我不相信只有我一个人把这部当天才基本法代餐看😳为什么不是赵今麦和林一演天才基本法👊,5,2022-06-25 18:21:18,5,1
盛夏未来,阿牛,真的惊喜了，看过内地最好的青春片。不能剧透。少年，心里有爱，眼里有光。眼泪有秘密，盛夏有未来。@橙天Luone,5,2021-07-29 21:45:56,198,1
这个杀手不太冷静,七崽,有笑点 没故事。二十块电影票我就忍了 六十块是想报警的程度,3,2022-02-03 16:43:03,53,1
这个杀手不太冷静,西楼尘,开心时可以在雨中起舞，粗暴时像荒野的镖客，我可以接受你说我演技太烂，却不能接受这一切都是假的。没有镜头的表演可以自由发挥，没有剧本的独白可以发自内心。我继续跑着龙套，扮演着被殴打的替身，把男主角当成一场旧梦。没有谁可以质疑梦的真实，它意外存在于胶片里，像一些曼妙的梦，支撑着人生。,1,2022-02-01 23:23:57,694,1
一周的朋友,不知道为什么,林一很好看啊！赵今麦很好看啊！,4,2022-06-20 12:57:55,2,1
送你一朵小红花,19號收信人,一星给女主的颜 一星给LGBT,2,2020-12-31 22:39:54,290,1
一周的朋友,三水刃点木,马一下麦麦的新片,4,2022-06-24 02:40:32,1,1
盛夏未来,LarryWho,#这是在干什么#,1,2021-08-03 00:04:37,12,1
一点就到家,虎折,好看！,5,2020-10-04 21:04:13,14,1
一周的朋友,橘子汽水,林一是真的帅︕,4,2022-06-21 15:29:52,0,1
唐人街探案3,island,一群日本演员为中国新年真是操碎了心,3,2021-02-16 23:06:36,46,1
送你一朵小红花,Miaopasii,难看 气泡音我吐了,1,2021-01-01 14:27:58,132,1
一周的朋友,马丽,真会营销啊，“农历520是友情情人节，一起去看《一周的朋友》吧”，我闺蜜被洗脑了我能怎么办！,3,2022-06-18 21:43:56,1,1
独行月球,橘子海,爆米花电影，可以一看吧。全靠沈腾一个演啊，我醉了～,3,2022-07-29 23:16:57,5,1
一周的朋友,(˘͈ᵕ ˘͈❀),🙃,2,2022-08-19 22:18:44,0,1
一周的朋友,momo,本来觉得妹妹很可爱 准备打三星的 但热评里有人只花了四块九 我花了三十 我酸了 哼,2,2022-06-18 15:54:47,1372,1
送你一朵小红花,魔鬼的赞歌,7分吧,3,2021-01-01 14:27:00,8,1
送你一朵小红花,哟西思密达,豆瓣也沦陷了？,1,2021-01-01 11:27:32,255,1
送你一朵小红花,苏大强,送给尴尬的四字弟弟吧,3,2021-01-01 00:23:39,10,1
独行月球,饿e咕,独行月球6.8？？杨戬都有7分，什么世道啊,5,2022-09-06 10:07:59,138,1
一点就到家,X-523,3.5,3,2021-02-12 20:44:20,0,1
花木兰,米豆,不是这评分？ 就一童话故事啊大家期望值太高了吧  这不就是纯正迪士尼内味儿 ,5,2020-09-11 23:25:21,14,1
盛夏未来,H,都不知道说啥,3,2021-10-03 22:31:03,3,1
送你一朵小红花,Zebra,刚好是我最讨厌的那类片子,1,2021-01-01 00:34:57,427,1
这个杀手不太冷静,麦圈圈,为男主打满分！为剧情打4分！哈哈，笑哭了好几次，可以的。,5,2022-02-05 15:51:30,0,1
唐人街探案3,默默点评,建议各位多去看看隔壁韩国拍的好的电影和电视剧，回过头来真的对这种电影提不起任何兴趣,1,2021-02-12 10:18:40,1032,1
送你一朵小红花,小糊涂神,四字这样的演技是怎么考上编的？！是靠唱歌吗？,1,2022-07-09 15:04:34,276,1
独行月球,格格不入br,不推荐看，但凡看过就知道豆瓣的分是刷上来的。,1,2022-07-29 22:50:37,771,1
独行月球,红色高跟鞋,太好看了！还有什么比大热天的看上一出沈腾的喜剧更让人酣畅淋漓呢！搞笑搞到外太空，一万个支持！,5,2022-07-29 11:06:23,223,1
唐人街探案3,咿gougou,陈思诚滚噢，这玩意50亿中国电影就完了,1,2021-02-14 12:38:42,284,1
唐人街探案3,桑托斯,这样的电影真是精神污染,1,2021-02-14 00:35:02,555,1
唐人街探案3,Viviankung,假期图一乐，不管怎样、我看的很开心！然弟弟真的是白嫩嫩！,5,2021-02-12 10:14:32,45,1
花木兰,ΜΟΜΟ,把我给看伤了,1,2020-09-05 10:46:20,74,1
花木兰,PiKaChu,豆瓣什么时候能给零星啊,1,2020-09-05 09:33:48,108,1
花木兰,叉烧包江湖骗子,海报已经够难看了，不知道正片会给我什么惊喜。,1,2020-09-05 01:38:30,71,1
这个杀手不太冷静,豆友,咱就是说魏翔这么宝藏的演员不火完全没道理啊,5,2022-02-01 23:35:10,157,1
这个杀手不太冷静,Allen Jimson ,大翔大翔，宇宙最强。情理之中，意料之外。,5,2022-02-01 21:23:17,33,1
送你一朵小红花,远岫与岚,只能说千玺的演技值得！,5,2020-12-31 22:14:52,208,1
一周的朋友,王大根,太 扯 了,2,2022-08-07 18:29:41,2,1
花木兰,Metapher,啊刘亦菲！！！可以了可以了 （巩皇转折突兀了一些 ,4,2020-09-04 23:54:00,101,1
这个杀手不太冷静,Z,都2022年了还有人用这种梗这种故事背景，看了真是浪费时间，大过年的千万别花冤枉钱去吃这个苍蝇,1,2022-02-01 10:13:06,341,1
