,movie_name,id,short_comment,score,comment_time,votes,Fake,Marker1,Marker2,Marker3,Marker4,Marker5
15,送你一朵小红花,草壁ヒカリ,"无比庆幸在这样一个特殊的节点，迎来了这部电影，让我能把眼泪留在这伤痛的一年，能带着勇气和憧憬迈进2021。抗癌题材看似沉重，更有人认为此情此景无异于""伤口上撒盐""，然而选择逃避和遗忘也并不能避开悲伤和阴霾。相反，这是部温暖、疗愈人心的好电影，它只想在2020年底送你一朵小红花，遮住你新添的伤疤，告诉你多么苦难的日子里，都已战胜了它，奖励你未来不管遇到什么，都不会忘记珍惜现在，积极生活。",5,2020-12-31 20:27:48,1425,0,0,1,0,0,0
16,送你一朵小红花,天坛东路,真的很感动！！！！！玛德哭死老子了！！易烊千玺牛批！！！,5,2020-12-31 19:52:51,6962,1,1,1,1,1,1
17,送你一朵小红花,BJH,题材很棒 虽然不是易烊千玺的粉丝 但是他接的题材都很棒 演技也很不错 而且里面的吴晓妹是个彩虹🌈 ,5,2020-12-31 20:26:11,1269,1,1,1,1,0,1
18,送你一朵小红花,牛轧糖,生活哪能是一帆风顺，我们每个人遇到挫折的时候都会沮丧。可是，我们还有很多爱我们的人，爱能让人变得坚强变得强大。这部电影每个演员都演得很好，生动形象刻画出每个角色，有幽默有感动，有泪有笑。有爱情、亲情、友情，构筑起一道道去对抗病魔的围墙。2020年，我们都不容易，但一切都会好起来的。加油，送你一朵小红花！感谢这部温暖的电影陪伴我们渡过2020最后一天，开启2021的第一天！,5,2020-12-31 20:29:35,1305,0,0,0,0,0,0
19,送你一朵小红花,维恩,本来已经预订心灵奇旅是年度最佳了，没想到啊没想到。不刻意是最高级的煽情。四字弟弟真的太可了！,5,2020-12-31 20:44:27,1250,1,1,1,1,1,1
20,送你一朵小红花,滋养丰富风味绝,这部电影的整体制作稳重，细节也抠得特别细。作为领衔主演易烊千玺个人的表现非常能扛，扮演一个普通人比扮演一个大人物更不容易，因为观众能一眼看出你是不是融入我们。与其说表演，不如说在体验。,5,2020-12-31 20:28:22,1230,0,0,0,0,0,1
21,送你一朵小红花,桃桃林林,可能这一年过得太丧了吧，这部电影看得我情绪波动特别大。其实片子就讲了两件事，一个关于亲情，一个关于爱情。人为什么会这么多困扰，终究是因为有牵挂的人了。前半部分是轻松的青春爱情片，后面则开始走心感人了。易烊千玺的角色还挺可爱的，会被他那种有些装酷的直男萌感所打动。而刘浩存在第一次的时装戏，也让我们完全看到了她特别青春和活力的一面，是真的让人心动的女孩。不过，最打动我的，应该还是亲情吧，每次看到父子关系的戏总是会被感动。归根到底还是那样，人生真苦啊！可能唯一的遗憾就是，后面收得不是那么顺畅，当然，对待这个问题，我也是无解的。,4,2020-12-31 22:35:11,1535,0,0,1,0,0,0
22,送你一朵小红花,十一月,刚刚看完，全场简直又哭又笑，前半段笑死我，后半段日渐带入。每个演员都很自然，果然一部好电影是所有演员的努力带来的。另外，感觉这部电影大型恋爱教育片（误），太真实，又太感动。不止于抗癌，也不止于生命。,5,2020-12-31 20:26:19,1178,0,0,0,1,0,0
23,送你一朵小红花,天台月光洒,太好哭了，无论如何都要热爱生活呀………洗涤心灵的电影。,5,2020-12-31 20:18:14,1127,0,0,0,0,0,0
24,送你一朵小红花,GALAXY,爱情电影教你如何撩汉如何表白 抗癌电影让你知道病人太需要信念以及父母沉甸甸的爱 #四字弟弟演技顶啊,4,2020-12-31 20:00:31,4703,0,0,0,0,0,0
25,送你一朵小红花,Lemon,又哭又笑 是温暖的！,5,2020-12-31 20:26:30,1021,1,1,0,1,1,1
26,送你一朵小红花,幸运鱼蛋,演技绝 同为00后 很多点都很有创意 跟我很多素材 教育方式很棒 编剧很棒 从小红花到义无反顾的点 不错,5,2020-12-31 20:09:09,1017,0,0,1,0,0,0
27,送你一朵小红花,乌龟@ 王小嗔,四字弟弟顶天牛逼！！！！！！前30分钟笑的有多开心后面一个多小时哭的就有多炸裂！！！！,5,2020-12-31 20:22:47,996,0,0,0,0,0,0
28,送你一朵小红花,朝暮雪,刚开始觉得韦一航很矫情，原来，他担心好不容易才和朋友建立了深厚的感情，就离开了这个世界，所以他不想要朋友，不想和任何人产生联系。既然终归会失去，倒不如从一开始就不拥有。困扰他的不仅仅是癌症，更是心病。韦一航是幸运，他在最孤独、最需要帮助的时候遇到了马小远，遇到了这个努力去理解他、对他没有偏见的人。是马小远让他第一次觉得自己不是累赘，是马小远让他体验有人爱、有人关心是什么感觉，让他可以体验普通人的生活，甚至，他们还可以去低配版南极、死海、撒哈拉……马小远走进了他的世界，又离开了，但她教会了韦一航爱与被爱。韦一航学会了如何去爱一个人，也终于知道他也值得被爱。虽然我们无法选择生死，但我们可以选择以怎样的方式活着。我们不知道明天和意外哪个先来，但我们可以选择丧和怂，也可以选择和生活死磕到底！,4,2020-12-31 23:03:34,509,0,0,0,0,0,0
29,送你一朵小红花,杉森小岛,看玺子哥和别人谈恋爱 还告诉我要乐观积极 / 看的第一场 放映结束大家都安静看到字幕完 😭 ,5,2020-12-31 20:19:14,925,1,0,1,1,1,1
30,送你一朵小红花,易南水,安康唯所愿，风雪小红花。韦一航终于从一只自卑敏感的小刺猬变成坦率的可爱狗狗了。感谢韦一航虽然还会过着死期未定的生活，但终于可以积极不拧巴了。说得残忍点，给他们一个痛苦与遗憾的出口，他们才能在你离开后问心无愧的开始新生活。15秒预告让我哭了好久。如果可以我也想好好活着，可这不是得了你们不顾一切也可能治不好的病了吗。如果我带着你们半辈子的爱意和财富就这么走了，接下来的日子该怎么办。可是小花啊，我爷爷也得了癌，我只是希望他在我身边说着笑着的日子能多一天是一天。,5,2020-12-31 20:43:16,894,0,0,0,1,0,0
31,送你一朵小红花,拍照记得插兜,太好哭了，不论是男孩女孩还是爸爸妈妈朋友路人，所有情绪的堆叠都好感人，希望这个世界没有病痛，没有烦恼，只有快乐和红花,5,2020-12-31 20:25:59,907,0,0,0,0,0,0
32,送你一朵小红花,Wuv-wuv,千玺的演技永远能带给我惊喜“你好 韦一航”,5,2020-12-31 22:28:52,848,1,1,1,1,1,0
33,送你一朵小红花,blood orange,迟迟不肯结束,4,2020-12-31 20:00:15,4065,0,0,0,0,0,0
34,送你一朵小红花,咕嘟咕嘟喝多了,笑中有泪，尤其喜欢电影最后的升华部分，在平行世界都有另一个自己。千玺的演技又提升了，电影真的巨好看，必须打五星！,5,2020-12-31 20:29:49,788,0,0,0,0,0,0
35,送你一朵小红花,momo,今年看过的最好的影片！！不同于《滚蛋吧！肿瘤君》，这部影片大面积的涉及到患癌病人的家人的生活现状和感受，生活气息满满，催泪点也满满。舍不得吃吃红烧牛肉饭的父亲，爱人自杀的打气群群主，周末兼职开滴滴的父亲，一毛两毛掐菜叶的母亲，还有很多很多……这些角色都像我们传达着我们的身边有很多很多病友之家，他们努力着，我们正常人又有什么轻言放弃的呢？爆笑点也满满，一点儿都不低俗，小年轻之间的暧昧，家人之间的小心思……普普通通的场景就这样显现着，真好！,5,2020-12-31 20:49:42,802,0,0,0,0,0,0
36,送你一朵小红花,呀,韦一航，我相信平行时空。平凡才珍贵，长大了，渐渐理解了父母的种种行为。千玺贡献了比前作更好的演技，好的演员不依赖导演，会自己琢磨人物，很喜欢他抠玻璃杯沿那里～中戏真好～ 韦一航终于到了他们的梦想之地，在那里马小远从未离开过，他们健康快乐地活着，其实那里就是他们的平行时空，寄托了他们最美好的向往。或许每个人都有自己和重要的人的平行时空，每当我们到了那里，他们都会默默地陪在我们身边，仿佛从来没有离开过。妈妈陶慧说人活着都会失去，我们都害怕失去，面对这种害怕最有力的反击是认真活好每一分钟，每一秒钟。,5,2020-12-31 20:10:01,6569,0,0,0,0,0,0
37,送你一朵小红花,十一号,有笑有泪，献给不平凡的2020，也献给努力生活的自己,5,2020-12-31 20:28:24,723,0,0,0,0,0,0
38,送你一朵小红花,冰桃雪梨,来看易烊千玺的第二部电影了！送你一朵小红花，奖励积极生活的我们。这个题材真的很好， 前半段幽默，后半段感人，没有刻意的煽情，都是真情流露，演员演技自然，好久没看到这么好的抗癌片了。,5,2020-12-31 21:17:38,732,0,0,0,0,0,0
39,送你一朵小红花,一然杂谈,#送你一朵小红花我赌30亿+谁会不喜欢马小远这样的姑娘呢？谁又会不羡慕这样有爱的家庭？坚强乐观的家长？谁又会不肯定易烊千玺的实力和努力？这是一部有爱的影片，看过后真的会有一种送给别人一个温暖的抱抱的冲动……感谢坐在我旁边的姐姐送个我的面巾纸，我的口罩哭到已经不能用了[流泪],5,2020-12-31 20:22:48,724,0,0,0,0,0,0
40,送你一朵小红花,郤诜高第,中戏第一入学两年的学习后演技上升了一个level,5,2020-12-31 20:29:19,677,1,1,1,1,1,1
41,送你一朵小红花,米勒的纹身,还有十几分钟就结束了 忍不住过来先评分真的太好看了 开始十分钟全影院都是笑声 慢慢的随着剧情发展 有笑有泪 太感动了。。。今年最好的电影🎬 没有之一。。。值得n刷。。。,5,2020-12-31 20:06:12,673,1,1,1,1,1,0
42,送你一朵小红花,海山,哭得我眼睛都肿了……很喜欢马小远和韦一航假装环游世界那个部分。要认真生活，要用心生活，要过好每分每秒，要勇敢地争取自己想要的生活。,5,2020-12-31 20:54:30,619,0,0,0,0,0,0
43,送你一朵小红花,狐狸成仙,几次以为要结局了，结果等到了反转。两位主演身上都有一种干净的气质，易烊千玺演戏自然、真诚，细腻的表演让人更有代入感，刘浩存眼神清澈、演戏有灵气，看到了两位主演身上更多的可能。韦一航以女儿的名义给父亲送红烧排骨饭，给了他生的希望、对未来的寄托。即使生活艰难，尽是辛酸与苦楚，两个家庭仍然努力为韦一航和马小远建立出积极乐观的环境。背景乐和青海湖结合，震撼人心，气氛营造得好。生活里既有冲突，也有欢乐，这部电影尺度把控合适。,4,2020-12-31 20:29:51,531,0,0,0,0,0,0
44,送你一朵小红花,厦门楚雨荨,"太好哭了吧,父母真的是软肋也是铠甲,珍惜生命珍惜爱的人",5,2020-12-31 20:24:01,608,0,0,0,0,0,0
45,送你一朵小红花,特殊字符,人要哭傻了。易烊千玺与韩延果真没有辜负期待。前半段越是快乐可爱，我就越紧张害怕，于是连自己的欢笑欣慰都是小心翼翼的，像是一碰就碎的精美瓷器。我要替另一个平行世界饱受病魔煎熬的自己，好好活着，替他更努力地去面对这个美丽世界。,5,2020-12-31 20:33:00,600,0,0,0,0,0,0
46,送你一朵小红花,朱古力,从易烊千玺角度，他目前是年轻演员里演戏最动人的。如果少年的你是他的白夜行，小红花就是他的解忧杂货铺。导演是真正的少年，想给你一朵小红花,5,2020-12-31 20:25:33,528,0,0,0,0,0,0
47,送你一朵小红花,ELEVEN,好看好看好看,5,2020-12-31 20:10:12,531,1,1,1,0,1,1
48,送你一朵小红花,🕊,前半部分的一些笑点之下虽然隐含着癌症患者的心酸，但很好的缓冲了抗癌题材的沉重。如果因为癌症不能户外探险，就找喜欢的人一起幻想去实现它，太浪漫了。夹杂着「失恋水」「不共戴天」的叫做「义无反顾」。2020，送给生活积极的你一朵小红花。🌸,5,2020-12-31 20:40:54,494,0,0,0,0,0,0
49,送你一朵小红花,Gute Nacht,对易烊千玺又有了全新的认知,5,2020-12-31 21:30:03,477,1,1,1,1,1,1
50,送你一朵小红花,秃毛驴,2020的最后一天赶上大堵车，差点赶不上6点25的那场，大马路上一路狂奔，也算是2020的大放肆。这部电影里易烊千玺就是韦一航，一个有点丧有点怂的普通男孩子。要演普通人更难，但千玺的表演会让我沉浸在这个角色里。当然长辈们的表演也特别好。2020告别所有的苦难与遗憾，送你一朵小红花，也送我一朵小红花。,5,2020-12-31 21:09:52,475,0,0,0,0,0,0
51,送你一朵小红花,笔尖猫墨,好看。活着，不管是普通人还是病人还是谁，都应该好好地活着，去热爱生活。特喜欢两个人高仿冒险那段。刘浩存也太好看了！行呗，我直接爱上了！,4,2020-12-31 20:09:33,3186,0,0,0,0,0,0
52,送你一朵小红花,付是杉,影院里此起彼伏的哭声还在脑海中萦绕，但相信平行时空的人会收获幸福。,5,2020-12-31 20:34:58,438,0,0,0,0,0,0
53,送你一朵小红花,neverland,如何能在眼泪中带着欢乐在离别中带着治愈走出电影院,5,2020-12-31 20:00:14,418,0,0,0,0,0,0
54,送你一朵小红花,momo,看了珍惜版预告，有想看的欲望👍🏻人不管有病没病，有胆没胆，活的就是个精气神儿，老这么丧着不行啊！,5,2021-04-04 10:42:58,374,0,0,0,0,0,1
55,送你一朵小红花,茯苓,普通中见了真情，平凡中现了勇气，这样普通家庭的抗病生活真的可以温暖和鼓舞我们善待身边的人，珍惜每一天！给主创团队大大的赞，易烊千玺全方位立体地塑造了一个又怂又作又温暖善良的生病大男孩，女主的表演也令人感动，爸妈老马小吴都是更难的家人，看完是流着鼻涕挂着泪的暖心感觉，不虐不伤不揭疤不刻意刺痛什么，但是那股来自所有人的温暖力量会久久不散！,5,2020-12-31 22:14:47,411,0,0,0,0,0,0
56,送你一朵小红花,没有脑袋,送你一朵小红花，值得。,5,2020-12-31 20:44:42,414,1,1,0,1,1,1
57,送你一朵小红花,深海石,电影的特质是故事影像化的再现，如果它又与观众产生了某种情感上的互动，那么说明它是一部好电影。《送你一朵小红花》的画面、情节、人物极尽写实，一对身患癌症、虽然治愈却随时可能复发的男女，相互扶持去与世界达成和解的经历，因真诚而让每一位荧幕外的人感同身受。新生代几位年轻演员表现亮眼，现今的中国影视圈，每个年龄段都有可称道的演员，属实幸事。,5,2021-04-04 08:21:48,383,0,0,0,0,0,0
58,送你一朵小红花,❤,真的真的要带纸巾！和同事五个人一起去的！两包纸没用够，并不是多么悲，而是真的每一个画面，每一句台词都直击内心！易烊千玺，再次惊艳了我！明天和闺蜜去二刷！,5,2020-12-31 21:01:24,407,1,1,1,1,1,1
59,送你一朵小红花,dreamふル,易烊千玺牛逼演技牛逼,5,2020-12-31 20:09:30,396,1,1,1,0,1,1
60,送你一朵小红花,爱看电影啊☀️,温情的电影！！！难熬的2020过去了，2021就要来了！！！！送积极生活的大家一朵小红花呀！！！,5,2020-12-31 22:14:57,373,0,0,0,0,0,1
61,送你一朵小红花,今天阳光真好,真的不错，全员演技在线，有泪点也有笑点，关于亲情，关于爱情，关于平凡人的生活，关于特殊群体的生活，我爱这个世界,5,2020-12-31 22:14:55,390,0,0,0,0,0,0
62,送你一朵小红花,啊喂阿维,在知道结局是苦的前提下，前半段甜的有些脱离现实。但考虑到是艺术作品的情况下，谁又不希望这些生活在折磨和绝望里的孩子们能够得到这样的爱呢？最后，从长安到少年的你再到小红花，易烊千玺值得我给他最大的敬意。一位年轻的、不断进步的、对工作充满敬畏心的好演员。,4,2020-12-31 20:12:12,2814,0,0,0,0,0,0
63,送你一朵小红花,3号厅检票小哥,今年也遇到了亲属长辈去世，这个分数肯定是有点私心的。我个人是喜欢这部电影的。我看到易烊千玺在一开始驼着背，微缩脖子，靠着墙的时候，我就知道这个人物应该能立住了，这片子有戏了。细节的设计决定了我对它的喜欢。不敢让儿子发现自己哭了的母亲，只敢擦眼镜。聊到死亡的时候家里洗衣机响了，和心电监护器叫声一样，桌子腿底下的垫纸透视整个家庭的欢乐背后的窘迫。岳云鹏钱包照片里的彩虹力量，易烊千玺鞠躬时下垂的手臂，不舍得洗掉的小红花。总而言之，这是一部细节好到让我忽略很多瑕疵的片子。当然啦，我个人还是觉得结局停在马小远喊韦一航名字的那一刻或许更好。,4,2021-01-01 13:35:34,417,0,0,0,0,1,0
64,送你一朵小红花,Guess,配角太出彩了，关于家庭那部分不要太细节，也是最能让观众感同身受的。赚眼泪。千玺越来越好了啊，加油哇,4,2020-12-31 20:24:28,322,0,0,0,0,0,0
65,送你一朵小红花,姜镱圩,期待了很久的电影吧，前半段在笑后半段哭到失声。很现实的一个题材,5,2020-12-31 21:09:56,382,0,0,0,0,0,0
66,送你一朵小红花,Alkalineee,“小红花 奖励你人生第一次积极主动”“大人才考虑傻不傻 小孩只考虑能不能变成真的”在死亡来临时死神的面前，究竟能看见什么？是未来。是温暖。是特异功能。,5,2020-12-31 21:50:04,361,0,0,0,0,0,0
67,送你一朵小红花,maomao,从不共戴天到义无反顾,5,2020-12-31 21:09:56,321,0,0,0,0,0,0
68,送你一朵小红花,嘻嘻嘻嘻,韦爸韦妈的话治愈了我  韦一航和马小远的相处细节 细腻心思治愈了我,5,2020-12-31 21:09:29,365,0,0,0,0,0,0
69,送你一朵小红花,天上人间,看到两包纸巾都不够擦，笑着笑着就哭了，还幽默的让人心疼，这样的题材，这么好的演员，你们就是一家人，也谢谢你易烊千玺，谢谢你选择做演员，让我们看到不一样的易烊千玺，把每一个角色都演绎的那么真实，你就是韦一航啊！就像小北一样，无人超越！,5,2020-12-31 22:19:52,356,0,0,0,0,0,0
70,送你一朵小红花,Pikachu,如果有什么东西可以永远支撑你，那一定是父母的爱。,5,2020-12-31 20:48:51,325,0,0,0,0,0,0
71,送你一朵小红花,幻幻瑜,真的泪点笑点都在了！易烊千玺真的太让我惊喜了，和之前小北完全不是一个人，韦一航的所有丧的那种状态，真的揣摩的相当好！还有各种小表情真的特逗和家人的感情戏真的太感人了，让我眼泪一直的掉。还好给了我一个不错的结局，可以让我释怀。这真的绝对值得去电影院看的好电影，易烊千玺就是一个好演员！和我同去的同事，全军覆没，全哭惨了。,5,2020-12-31 22:19:52,349,0,0,0,0,0,1
72,送你一朵小红花,只手可摘⭐,得了癌症不管是对本人还是对家人来说都是一件很难受的事情，易烊千玺演的很好，把那种感觉演绎的淋漓尽致！是一部很值得看的电影,5,2021-04-04 11:43:46,332,0,0,0,0,0,0
73,送你一朵小红花,许七安,天天开心 🌞,5,2021-04-04 10:31:56,313,1,1,1,1,0,1
74,送你一朵小红花,阿米尔瀚,四字的演技对比少你有了很大的提升，果然中戏没有白读。每个演员都贡献了好的演技，包括配角，每个人都有高光时刻。四字把一个中二少年演绎的很好，十八九岁的少年就是这样，任性冲动平时酷到不行私下却是个小可爱，还有岳云鹏老师，第一次看他这么正经的演戏，竟然不觉得出戏，爸妈演的很好，感觉他们就是一家人。平凡的生活带来平凡的感动，是一部温暖人心的电影。,5,2020-12-31 22:24:37,317,0,0,0,0,0,0
75,送你一朵小红花,frozenmoon,易烊千玺的演技确实惊艳，这么小的年龄，这么松弛有度的表演，真是不可限量。那段醉酒表白的戏确定无疑看得出功力。这电影其实就是个标准制式的绝症类型片，中间俩人假装周游世界的部分挺尬的，只是后来给救回来了。在目前大银幕上的整体质量中对比，这已经算是不错的作品。我们只有这样的电影没有什么外部压力，似乎谈的又是生死大问题，显得很深刻，但实际上并无法真的深刻。,4,2021-01-01 20:39:38,170,0,0,0,0,0,0
76,送你一朵小红花,旺仔羊奶,因为自己周围也有癌症群体，所以特别能感同身受，看的过程数次落泪。男女主的爱情太美好了太甜了，但更触动我的还是韦一航和爸妈的那一条线，一个普通的家庭普通的生活，可能就是这种普通吧特别打动我。值得推荐！,5,2020-12-31 19:58:53,5356,0,0,0,0,0,0
77,送你一朵小红花,小A,男女主角写得很好，外向开朗大大咧咧的女生，因为得病而自闭，畏惧付出真心而对喜欢的人具有攻击性的男生，两人化学反应是好剧本的优质素材。华语电影界比较害怕写女生主动的爱情，本片编导艺高人胆大，末世恋爱既单纯又热烈。但韩延和编导明显不满足于此，加入对社会现实的讨论。需要积极叙事的人乐观吗？直面不正常的人悲观吗？“你的身体属于你也属于我”的封建大家长和受控制的妈宝。病人闯办公室加塞让我看到简略处理背后编导的态度。韩延比前作更进一步，懂电影有追求。易烊千玺细微之处表演很见水平。,4,2020-12-31 20:54:58,234,0,0,0,0,0,0
78,送你一朵小红花,勇子,这朵小红花  送给你,4,2020-12-31 20:14:35,254,1,1,0,1,1,1
79,送你一朵小红花,桃桃子,好悲伤啊,5,2021-04-04 06:55:41,245,1,1,1,1,1,0
80,送你一朵小红花,青藤走狗,结尾像拉稀，略拖沓了，其实没啥必要。整体算不错，这种节奏柔缓的故事一向很对我口味。以这样一部题材的片子来作为2020年最后的注脚倒也挺搭。另，四字演技没拖后腿，虽然早就看过他在《少年的你》里的表现，这次还是带给了我另一些惊喜。（音乐也很棒）,4,2020-12-31 20:35:04,197,0,0,0,0,0,0
81,送你一朵小红花,小小白,让我没绷住的是爸爸坐在医院门口吃外卖那段。,4,2021-03-05 23:43:03,121,0,0,0,0,0,0
82,送你一朵小红花,邓安庆,真挚动人，让人泪目，但并不一味让人悲痛。两位少年之间的情感，易烊千玺和刘浩存表演得非常自然，让人忍不住随之情绪起伏。朱媛媛和高亚麟不愧是戏骨，细节处理得细腻生动。雨夜表白、父子冲突……几场对戏都不错。很喜欢！,4,2020-12-31 21:51:51,149,0,0,0,0,0,0
83,送你一朵小红花,谁知黑择明,送你一朵小红花,5,2021-04-04 02:01:12,247,1,1,1,0,1,1
84,送你一朵小红花,fanansheng,《小红花》的质量这么好，远超出我的预期了，可能是今年质量最好的片子，推荐大家一定要看下。易烊千玺这几年的片子，质量都很不错啊，演技越来越好了，已经是实力演员了，牛。小花刘浩存演的也很好，比之前《一秒钟》里的表现好，其他几个老戏骨的配戏，也杠杠的啊。厉害了！,5,2020-12-31 20:34:07,268,0,0,0,0,0,0
85,送你一朵小红花,常开心常健康,选择在2020年这个caodan的年末的最后一天看小红花，大概就是对自己过去不放弃更努力生活的最好的奖励。影片开头是被两个小年轻的甜甜生活和风趣幽默的一家人而开颜，后面随着剧情推进，影院里开始不时响起抽泣声，你走进每一个抗癌群众的生活，仿佛有一种力量牵引。这部片子其实本质不是在讲抗癌，而是在讲围绕一个抗癌家庭周遭所展开的情感纽带。最后真的有被治愈。从影院出来第一件事，打了一个电话回家里，和爸妈报声平安。2021，欢迎你！,5,2020-12-31 21:55:00,273,0,0,0,0,0,0
