movie_name,id,short_comment,score,comment_time,votes
这个杀手不太冷静,Hangggggggg,笑死了，不知为什么评分这么低。里面的很多台词和人物设计完全按照大众想象中的形象设计，就比如导演、杀手甚至人物的喜怒哀乐都是直观明了，完全不用观众去思考，这就使这部贺岁片变得非常成功，很适合一家人，无论年龄大小都没有代沟。看了其他人的观后感，有人觉得很多情节脱离了实际，我倒觉得一部喜剧不用太过较真，看得懂，能搞笑就满意了。,5,2022-02-15 12:44:48,174
这个杀手不太冷静,大灰狼的兔,剧情笑料不断，但是到了结尾看花絮的时候真的是感动了，看着魏翔哭着感动大家，这种真实的力量更加有触动 ,4,2022-02-01 15:27:27,327
这个杀手不太冷静,早早,意犹未尽…现在的喜剧，无论电影还是小品，能把故事讲圆就不错了，更别说把包袱设计得自然又奏效，密度高的情况下还每个都爆响，一点不尬，太难得了！（此处拉踩春晚）开心双壁闫彭合作，质量真是啥时都放心~主创们爱电影的心满溢出来，特意模糊了时代背景，方便致敬各种中外经典影片，雨中曲、教父、赌神…用光、造型、布景等~被结尾触动：成功只是比不成功多坚持一次！呼应戏里戏外男主和演员的经历：绿叶多年，第一次演男主，无论戏里戏外都很成功！ps.开始以为哈维是影射好莱坞前大佬哈维~结尾又感觉不是，但过程中很多梗又很像~,4,2022-02-01 19:31:47,347
这个杀手不太冷静,糊乱的张贴,今年最对口春节档的电影，全场一起笑氛围感老足了！好久没有这种感觉了，看完一身轻松。喜剧的内核是悲剧，啼笑皆非之外，是小人物摸爬滚打半辈子的辛酸，除了过硬的演技，魏成功身上也有魏翔自己的投射，这个角色简直是为他量身打造的，有笑有泪，不容易啊。人只有默默准备，磨练自己，机会出现时才能抓牢，各行各业都一样，很励志。,4,2022-02-01 12:19:24,285
这个杀手不太冷静,李梦,敬！男一号棒棒哒！,5,2022-02-05 16:20:01,60
这个杀手不太冷静,茅台,在当下演员这个职业被资本裹挟的情况下，能有这样一直努力把精力集中在琢磨人物的从业者是值得敬佩的,5,2022-02-10 22:37:36,103
这个杀手不太冷静,豆友48550012,魏翔演的太好了 全程笑抽了,5,2022-02-04 14:07:51,118
这个杀手不太冷静,blue~麦香,爆笑喜剧实锤啊，我都快笑死在电影院了,4,2022-02-01 18:05:54,380
这个杀手不太冷静,樱桃班的小榴莲,豆瓣评分6.2有点过分了吧……真真假假的戏中戏，是好看的，好笑的，用心的。饰演魏成功的魏翔在戏里戏外都得到了自己的第一个男一号，片尾花絮中含泪的感谢辞很是真挚感人。有好演技总是会发光的，看好魏翔～,5,2022-06-06 22:18:55,71
这个杀手不太冷静,yѧѳ⑉爻,搞笑和尴尬之间夹了个魏翔 怎么说呢 片子搞笑是还挺搞笑 而且我很喜欢黑帮组演员的演技 但知道是翻拍之后还是有点失落【金逸影城,4,2022-02-01 14:02:27,224
这个杀手不太冷静,李大米,麻花目前为止最高级最好的电影，得益于原版底层设计足够牛，终于抓住了好的喜剧对人生真正的悲悯与思考。以及魏翔老师真的好好啊！我想为他结尾的片花单独打个五星！,4,2022-02-06 14:39:47,81
这个杀手不太冷静,zx中学时代,作为春节档的喜剧片，真的合格了。大过年的，讲一个完整的故事，让老百姓不用受教育，也不用升腾什么情怀，就是开开心心地大笑一场，这部影片做到了。所以我愿意给他五颗星。男主很卖力，马丽即便胖胖的也很美~,5,2022-02-03 23:17:49,223
这个杀手不太冷静,油漆君,魏老师演技太棒了，很有感染力鸭！和周星驰导演的新喜剧之王有类似的心路历程。特别最后花絮里魏老师哽咽说这是我第一次的男一号，破防了！,5,2022-04-03 12:45:42,51
这个杀手不太冷静,z.r.j.,终于有笑点不尴尬，无荤段子，无屎尿屁的喜剧片了，甚至还致敬了《雨中曲》。感觉很多地方魏翔老师都是“本色出演”：人生中第一个男主角，对表演的热爱，在娱乐圈摸爬滚打那么多年依旧默默无闻…片尾滚动的演职人员表的小框里，杀青时泪流满面感谢合作伙伴，又替他开心又感到心酸，希望演员的资源都能凭实力得到吧。,4,2022-02-03 19:07:39,85
这个杀手不太冷静,烟花易冷,虽然含腾量为零，但是依然很好看,5,2022-02-01 19:44:40,132
这个杀手不太冷静,卡尔西法,替魏翔高兴😊,4,2022-02-02 15:41:58,107
这个杀手不太冷静,内陆飞鱼,喜出望外，笑出腹肌。,4,2022-02-02 23:52:02,27
这个杀手不太冷静,豆友,咱就是说魏翔这么宝藏的演员不火完全没道理啊,5,2022-02-01 23:35:10,157
这个杀手不太冷静,erma,七分吧，当中有致敬《雨中曲》和《荒野大镖客》，一般关于电影的电影，都会让我提升好感。大过年的春节档就是需要这种喜剧片，不搞低俗笑话和屎尿屁。虽然是翻拍，手法也是利用“信息不对等”造成笑料，但是可以认为是国内翻拍电影的优秀本土化范例。魏翔首次担当男一号，整体表现很不错，证明开心麻花离开沈腾，照样可以支楞起来。,4,2022-02-09 15:00:58,32
这个杀手不太冷静,Yuimokin,我觉得是不错的商业流水线电影，希望豆瓣上的人能平等对待欧美日韩流水线和国产流水线电影。,4,2022-04-27 09:59:27,28
这个杀手不太冷静,某玥,我觉得我用ipad看这个比在电影院看独行月球还好看…,4,2022-08-08 20:32:10,23
这个杀手不太冷静,陈苍,也许是意识到这部片子缺少本土化的可能，所以本片刻意营造出了强烈的失真感，在一种极为悬浮的风格化场景中展开故事，连带着本片出现的外国人名和不合理的场景设计全部都合理化了。而虽然也同样有着开心麻花式的老毛病——过于舞台和话剧风，但魏翔时刻盯紧摄像头的设计，反而使得电影的镜头感重新出现，乃至呈现出了一种元电影的感觉。导演确实是个影迷，在致敬了很多迷影梗之后，还提了一嘴游戏《荒野大镖客》，亚瑟摩根感激他。,4,2022-02-03 23:33:20,48
这个杀手不太冷静,小岩井,杀手是一个身份错位的结构性喜剧，演员假扮真杀手斡旋黑帮，还自以为演戏，越一本正经越荒诞好笑。看预告片的时候虽然都是单一的片段可能会有烂片错觉，但看完全片连贯起来，结合剧情逻辑确实相得益彰。好多致敬经典的梗会让人会心一笑，话剧风的表演有些让人耳目一新，挺适合这个故事。,4,2022-02-01 11:17:59,164
这个杀手不太冷静,儒艮,巨好笑哎 为什么豆瓣评分这么低？剧情设定的虚假的“首次男一”和现实真正“首次男一”形成对照，如同演员喜剧生涯纪实，又充满反讽和调侃。虽然丽姐是性感路线，不过说真，挺性感的！但她的捧哏克制的很到位哎，把翔哥出格的表演反衬得更搞笑了。翔哥那张脸就很好笑，很有喜感啊！巨好笑,5,2022-02-21 11:55:12,50
这个杀手不太冷静,Summer,笑死，还挺好看的，也很喜欢他们一个一个的捧没有名气的演员，让他们做主角，演的挺好的,4,2022-04-28 05:53:51,17
这个杀手不太冷静,加碘de酥油茶,很好笑啊，魏翔的演技真的不错，希望他能真的红一把,4,2022-02-05 21:51:49,47
这个杀手不太冷静,夏天结束了吗,春节档唯一的一部喜剧片哦，太适合带着父母和小孩一起去看咯！,4,2022-02-01 16:20:17,119
这个杀手不太冷静,陌上孤酒,带着很低的预期来看，结果还不错。开头十几分钟确实有点尴尬，动不动就乱吼有点装疯卖傻哗众取宠的嫌疑，好在之后就渐入佳境，笑点设计也挺好笑的，春节档图个乐看个开心已经很满足了，最后结尾现实与拍戏的转换也不错，部分小反转虽然好猜但还是提供了不少的笑点。如今看来，这种笑点不在预告片里全部展现的电影还是好好珍惜吧。之前是我错怪它了，以后还是得对春节档的喜剧抱有期待的。,4,2022-02-02 18:49:28,45
这个杀手不太冷静,Lydia,搞笑，影院里气氛很不错，有能让人不尴尬发自内心的笑点。魏翔的演技着实让人惊艳了。情节略有点单薄，米兰被老魏感动的点不够那么有说服力，感觉只能用她本身的责任感和善良来解释。老魏回头又来救姐弟俩也是差点意思。但大过年的，让人开怀一笑的电影怎么能不来个四星呢😏,4,2022-02-05 00:03:55,34
这个杀手不太冷静,起灰枕套无,好久没看到能让人真正笑出来不拉胯不低俗的喜剧了，好评里一片三星我确实没看懂。,5,2022-06-08 16:42:47,27
这个杀手不太冷静,水煮肉片,影片里有很多经典影片的致敬桥段，看着很有代入感！,4,2022-02-01 15:10:01,87
这个杀手不太冷静,Big 齐,评分怎么这么低，感觉比喜剧之王好看,5,2022-02-07 22:09:20,111
这个杀手不太冷静,曹笑天,不卖惨，不喉舌，不假文艺，纯纯的喜剧片，值得怒赞五星。,5,2022-02-01 12:17:54,23
这个杀手不太冷静,。,哈哈哈哈哈哈哈笑死了，挺好看的，特别搞笑,4,2022-02-23 20:00:09,0
这个杀手不太冷静,蓓逸mia,被豆瓣上的低分吓到了😁梅雪风老师有提到过，在写自己评论之前不要看任何的评论，注意听自己内心的声音。因此，我愿意很坦率地承认我非常喜欢这部电影，如果不是因为名字耽误了，如若能在电影院看到我会更喜欢。在没有看过原版的基础上，这部电影相当程度上做到了本土化，关于电影虚假真实的命题略显直白，但已十分饱满。当魏成功被动冒充卡尔，我终于再一次看到《驴得水》中铁匠扮演得水教师的时刻，那种底层小人物的无力感，被挂上莫须有的、与之不相匹配的名字，如果不是这样的表演，也许一辈子只是芸芸众生，可他们又并非被选中，更像是替罪羊般的存在，人生的高光时刻伴随的是彻骨的低贱。然而最后的人物弧光更近一步，他愿意演下去，不论有没有摄影机、有没有人认可，他只想完成这场人生的表演。人生如戏，任他嬉笑怒骂，我自是主角。,5,2022-06-08 22:49:47,15
这个杀手不太冷静,李松石Linden,内核还是很悲剧的。魏成功最后真的成功了么，这更像是电影营造的一个幻梦。他以为迎来了自己人物和人生的弧光。真实的结局更有可能是稀里糊涂地献出性命。属于小人物的结局。,4,2022-03-06 14:54:56,18
这个杀手不太冷静,244790410,实在太搞笑了，去找哈维大哥的那一段，以及和意大利人做生意的那一段，这两段给我大晚上直接笑清醒了。魏翔值得这么成功！！~另外还是要感慨，黄才伦真的很黄金配角啊，希望他能够放弃自己的主角梦，别再试图当主角了……,4,2022-08-21 21:16:13,6
这个杀手不太冷静,孤独的肖师傅,本来想打4星的 但是看大家都爱装打低分 我就打5星了 明明很有趣很搞笑 尽管我是周星驰粉丝 但是这部比周星驰打新喜剧之王不知道好多少倍 有哭有笑 致敬经典 玩梗丝滑 最后一幕演员泪流满面打真心话 就5星了,5,2022-02-08 21:49:53,273
这个杀手不太冷静,齐国驴,真的是良心作品，全片没有卖俗卖傻的低级幽默，反而是各种新鲜包袱层出不穷，魏老师的表现真的太到位了，不管多么尴尬的剧情都显得如此真实，黄才伦的表现也比李茶的姑妈里那种做作顺眼多了，几个配角的表演也很自然。难得让人笑哭了的喜剧。,5,2022-04-06 18:46:10,27
这个杀手不太冷静,appletri,特别为魏翔订制的改编的剧本。真情实感编得用心演得投入，人生如戏。白衣扫射太帅，雨中曲太惊喜，后面那场决裂太棒了，这段一气呵成。,5,2022-02-01 10:45:49,230
这个杀手不太冷静,Li N.,最感动到我的两个片段：1，魏老师回到他跑龙套的片场，能深切的感受到从影人员为了一份信念的不容易，他们对梦想的执着不离不弃。2，片尾结束，花絮部分，魏翔感谢所有支持他的人。感谢他们成就了他第一次做男一号！ 很感动！可以看出是魏老师多年来积攒的人品和一直不变的敬业精神成就了他的今天！恭喜！,5,2022-02-12 22:50:15,14
这个杀手不太冷静,不进步罐头,全五星。看完在电影院鼓掌。最近看过最好的片。日版魔幻时刻我打了四星。知道这片子是魔幻时刻翻盘，我就想去看和默认好片起底。（剧本摆在那）。。结尾彩蛋导演抱着男主哭，看得我蛮感动的。真的不容易的，ps马丽yyds。多少字都赞美不了。,5,2022-02-08 00:11:13,86
这个杀手不太冷静,R.C,7分-电影可以的，没有一般喜剧的俗气，至少有拍出来些特点来。,4,2022-04-05 12:42:42,12
这个杀手不太冷静,山海,好笑，相比大银幕看刘昊然和易烊千玺，我觉得看魏翔更值得。,4,2022-02-04 01:48:12,8
这个杀手不太冷静,张熊熊,远超预期，没有莫名其妙的谐音梗和冷的不行的段子，演员撑起了整部戏，剧情上处处刻意却处处不违和。魏翔演的真的很好，片尾花絮里也看出来，此片成片很不容易，棒棒的。马丽在里面的扮相也太好看了！此片加上《扬名立万》让我意识到，原来我喜欢陈明昊这一挂的😶,4,2022-02-11 00:28:54,4
这个杀手不太冷静,深蓝,非常逗啊，绝对不止6点几分，贺岁档被埋没的黑马,4,2022-04-11 23:46:21,10
这个杀手不太冷静,RE-elec.Cat,喜剧片笑就完事了，这部更像是一个话剧，里面致敬经典电影的部分很多，也不违和，挺惊喜的。从夏洛特烦恼到这个杀手不太冷静，挺期待下一部电影名字叫啥了。总之是适合和朋友一起哈哈哈哈的电影。,4,2022-02-10 10:04:15,3
这个杀手不太冷静,drama queen,大过年的不想被教育 不想走心 不想有什么内心深层次细腻的触动 笑就完事儿～,5,2022-02-04 00:14:56,35
这个杀手不太冷静,墨||待到醉時說,现实中，大部分人穷极一生都没有机会当上男/女一号。这才是喜剧的本质吧。,4,2022-04-03 22:29:23,7
这个杀手不太冷静,JamesYue1998,非常爆笑又很让人感动的喜剧、很棒的剧本。前半段笑果非常棒，身份认知和信息获取上的差异使得魏翔老师做出了许多令人捧腹的举动，主动代入杀手角色的表演在我们观众看来非常夸张出格尴尬搞笑。屡次舔刀子、夸张的表演前的清嗓子拍脸等准备工作都非常爆笑。后半段真相逐渐揭露时，魏翔表演儿子、马丽故意贬低他让他逃离危险等片段的真挚感情都令人非常感动。舞台化戏剧化的打光也令人印象深刻。作为影迷，对电影中非常多的迷影梗印象非常深刻：在车上抚摸猫致敬《教父》、在雨夜跳舞致敬《雨中曲》、枪战时墙上的荒野大镖客黄金三镖客海报等，电影充斥着各种关于电影的彩蛋等待观众去发掘，寻找这些迷影梗的过程也非常有乐趣。,5,2022-02-01 15:32:10,25
这个杀手不太冷静,豪/ty久不见,我只能说如果没有这个电影，开心麻花出品已经在我心里信誉破产。从《姑妈》到《李茂》我已经深深的血凉了！这片子0含腾量，依然爆笑。其实在欢乐喜剧人我就发现魏翔很有潜力了，可惜麻花一直在冯才仑身上浪费子弹。艾伦也好，冯才仑还有常远就是配角的命，不需要不甘。6.6确实过分了。7.5是我给的分数！,5,2022-02-07 22:46:46,35
这个杀手不太冷静,Macadamia,在电影院看过的全场笑声最大的喜剧电影！！太值得推荐了太解压！我和猫咪都很爱看！！不知道为什么看之前会有网上影评觉得不好笑 我是杀手卡尔哈哈哈哈 想到又想笑了,4,2022-02-13 23:22:24,13
这个杀手不太冷静,星星炖小猪,作为一个喜剧 魏翔贡献了让我近5年来笑的最惨的一个片段。笑到流泪笑到岔气笑到差点断气哈哈哈哈哈 这还要什么自行车。,5,2022-04-04 21:11:42,21
这个杀手不太冷静,bestbass,能看出这帮人是真的爱电影爱到骨子里，像我一样。雨中曲虽然只是致敬，但是却复刻了原片那种感觉。,4,2022-06-17 22:08:36,4
这个杀手不太冷静,MO,7分 不够流畅但基本克制住了煽情欲望,4,2022-02-12 16:04:09,15
这个杀手不太冷静,小灰27,一颗星给不易的“未成功”的翔哥,4,2022-04-28 00:13:28,3
这个杀手不太冷静,电锯觉罗炫,6.8/10 ,4,2022-02-04 15:55:07,2
这个杀手不太冷静,小子,所谓喜剧就是把悲剧撕碎了放在你面前。无论是戏里的小角色还是戏外的真演员，都是第一次当主角，其中的坚持倔强和苦楚，将戏如人生演绎的淋漓尽致。整体还是不错的,4,2022-04-17 09:19:00,13
这个杀手不太冷静,桃子,就像中国的制造业起步一样，拿过来、删功能、减成本，俗称“山寨”降级版。跟三谷幸喜当然没法比，《魔幻时刻》（电影节观看）所能达到的影院全观众magic hour的气场，这部完全不行。抛开前作不谈，前半部分相对顺理成章且好笑。后面加进来的元素，像是春节档定制。魏翔和马丽的演出令人印象深刻。P.S. 马丽的身材原来这么好,4,2022-02-16 08:44:28,0
这个杀手不太冷静,小川叔,路人扮演杀手这个情节总觉得有点熟悉，好像在其他电影了刷到过，桥段挺好玩的，回归了喜剧靠矛盾，不靠屎尿屁，全是良心啦！其他的部分全靠表演撑着，笑点有一些，但没说的那么密集，调色和造型真的好看，甩李茂那个戏十八条街，尤其是马丽，真的好看，多给一星是给小人物的泪光和高光时刻，一次是下雨天的打击，一次是真相杀青后的打击，活着太难了，直到最后片尾花絮，魏老师还在说，感谢他人生第一个男一号。也许在每个人自己的剧本里，我们都是自己的男主角，但生活真的太难了，微笑面对也希望需要勇气！特别适合春节档，没那么多苦逼兮兮，也不想看炮火轰隆，那么更应该多笑笑！,4,2022-02-02 13:44:05,7
这个杀手不太冷静,娘口三三,意料之外的好看，整部电影其实很像舞台剧，剧情和台词都很好笑，魏翔的表演更是锦上添花，满足,4,2022-02-01 10:34:50,157
这个杀手不太冷静,獨孤求敗,预告片里看到的好多片段，电影里没有,5,2022-07-06 22:41:58,0
这个杀手不太冷静,一颗赛提达,大家都在说这个电影没深意。我仔细查了查电影的定义，确定没有“要有深意”这一项。作为一个春节档的合家欢喜剧电影，是大家看得懂的搞笑，就很好啦！梗很多，和大侄子小张同学笑的前仰后合。就是话剧场景感有点重……,4,2022-02-08 23:01:52,12
这个杀手不太冷静,kylegun,老版舔刀梗不够用外加内心独白，教父讲数没猫刺猬凑，雨中曲要能恶搞得再多点就好了，“草船借箭”“筷子呢？”……虽然收尾收得拖沓了点，但改编得比想象中好，有一个西红市宇宙能玩下黑道杀手之类得梗，在当下也不容易,4,2022-02-24 20:55:58,2
这个杀手不太冷静,车了个干,比想象中的好笑很多，前二十分钟有点尬，后面进入笑点密集区之后就觉得还挺好笑。男主演得蛮有意思的，马丽实在太像女装大佬以至于美女人设有点尬，代入不能。男主父母那段有点莫名其妙。整体三星半吧，鼓励国产电影打高一点了。,4,2022-02-02 00:13:49,41
这个杀手不太冷静,温岭阿浪,宣布魏翔主演时，我也有些意外，印象中他是个御用龙套，没个主角样。不过这也正好合乎本片主角魏成功的人设。魏成功很像我去年在剧组跑龙套时认识的一位群演。都是怀揣电影梦，无论人家怎么笑话，都会尽心尽力投入角色，哪怕没有几句词。本片质量尚可。开头有点小尬，但到中期“杀手卡尔”入戏时就渐渐入境了。虽然不是开心麻花公司出品，但毕竟是该团队的演员主演，演技都是有所保障的。片中有一些为适应审核而做的本土化处理，如哈维中枪未死，结尾机械降神等。此外，米兰良心发现，给魏成功塞信的情节略有突兀，倘若放在米兰和他们喝过酒后，再安排这段，反而会顺畅些。忽悠演员陪自己做戏，在去年的贺岁电影《大红包》里也有出现。只是《大红包》的成效不尽人意，而《这个杀手不太冷静》在母题运用、故事叙述等方面就比前者要娴熟不少。,4,2022-02-07 18:12:35,3
这个杀手不太冷静,坐等1900,魏翔看得出是憋着劲在演的 剧里剧外都是终于有机会当男一 配乐的那首粤语歌很好听 完全反应了小人物的心声,4,2022-04-03 11:33:18,1
这个杀手不太冷静,aolitttttttt,听说比四海好，春节电影就给了它，笑笑笑，最后为第一个男主角👏,4,2022-02-07 00:17:55,3
这个杀手不太冷静,爱丽丝不梦游,一部含腾量为零，笑点密集的电影，恭喜麻花，恭喜魏翔老师。片尾他拿着花的自白，也像剧里魏成功的杀青感言。,4,2022-02-01 22:47:19,26
这个杀手不太冷静,老顽童,三星半，《神探驾到》的舞台剧的布置方式，令电影增添了不少奇幻色彩，沉浸在其中，会忘掉很多导演给你抖的包袱，整挺好。它的缺点也很明显，毕竟也是一部看完就忘了的电影，就像今天的快节奏生活一样，令人惋惜。而作为魏翔的第一部男主角的电影，仿佛返回到了《你好，李焕英》的真诚，“开心麻花”的演员们，都是认真的。 / 2022.2.5 飞扬影城捷登都会店,4,2022-02-04 00:05:59,8
这个杀手不太冷静,尝碗粥,魏翔加一星,4,2022-04-03 19:39:25,6
这个杀手不太冷静,酥麻,没有爱情多一星 不流俗,4,2022-02-06 19:17:59,9
这个杀手不太冷静,月遥莲净山色青,7分。改编魔幻时刻，自然原作更加经典，所以一些笑点梗儿自然了然于心，比如舔刀。影视圈小人物的苦累史，会让人想到周星驰的喜剧之王。画里画外以男主的外貌和演技出头的确有难度，好人总被发好人卡，理解他结尾感谢让自己成为电影男主角的涕流满面。总体还可以，过年实在没什么太好的电影，相对而言就不错。,4,2022-02-08 22:02:49,0
这个杀手不太冷静,저 여기 있어,搞笑之余也会去思考小人物的生活 歪打误着的人生也是人生,4,2022-04-04 17:30:36,4
这个杀手不太冷静,左下角,挺好的电影，为什么这么多低分，我不理解🤔,5,2022-04-04 17:08:48,16
这个杀手不太冷静,幸运+++,2022春节第二弹，和爸妈一起看的。挺多地方还蛮搞笑的，拍喜剧片还是挺难的，魏翔第一次男主的戏，感觉他挺面熟的，应该演了不少开心麻花的电影了吧，都不容易啊。,4,2022-02-02 21:34:15,5
这个杀手不太冷静,Latifa🌱,贺岁档电影还是喜剧片为主流，这部电影做到了包袱全面，给观众解压放松。,4,2022-02-02 19:19:40,3
这个杀手不太冷静,二月鸟语,春节档唯一一部爆笑喜剧，延续“身份置换”喜剧风格，这是一部从片名到内容到内核都在向经典电影致敬的作品，形式和内容改编自三谷幸喜代表作《魔幻时刻》，可以从中找到诸如《教父》《雨中曲》《上海滩》等多部电影的名场面，满足影迷情结。特别是与以往大多数翻拍作品只有其形而无核相比，本片在落地上蛮扎实。就像去年的《李焕英》让大家记住了张小斐，今年《这个杀手不太冷静》会让你记住魏翔。,4,2022-02-01 17:16:32,16
这个杀手不太冷静,鲜肉兄,有前车之鉴，一开始听到片名要劝退，被朋友安利看完后感觉意外地好看。魏翔第一次担任男主着实让人惊喜，和马丽对戏台风很稳，笑点很足，不愧是戏龄20多年的老戏骨。正所谓“人生如戏”，他饰演的魏成功在片中意外逆袭成功，魏翔本人在戏外也收获了极大的曝光和认可。另外本片致敬了很多影史经典，也算是送给影迷的彩蛋，没有过千的阅片量还发现不了。有充分理由相信，这么多笑点，很有机会成为春节档的票房黑马。,4,2022-02-01 11:42:33,128
这个杀手不太冷静,了一,很感动，这是部励志片，不是么？,4,2022-02-05 22:26:37,9
这个杀手不太冷静,LoVe,欢乐过年,4,2022-02-08 22:09:10,0
这个杀手不太冷静,安大帅,确实是意料之外的惊喜，虽然还未看过日本原片，但这片的改编比起去年的《人潮汹涌》肯定是好上不少。魏翔低头哈腰说“谢谢吉米哥”时，许冠杰的《天才白痴梦》简直点睛之笔。,4,2022-02-11 22:19:06,0
这个杀手不太冷静,没啵,魏翔终于做男主，演的很棒，马丽也是一贯的稳定，剧情很好笑，春节档唯一的喜剧，麻花团队值得信赖,4,2022-02-01 16:27:42,15
这个杀手不太冷静,甜甜圈,跟日本原版相比，加了很多适合本土低笑点观众的梗，也适度的改编了结局，挺适合春节合家欢看个热闹的。,4,2022-04-08 09:00:30,6
